Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Reported Fiscal Yr  (yyyymm),Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.,EBITDA ($mil),EBIT ($mil),Net Income  ($mil),Cash Flow ($mil),Pretax Income ($mil),Receivables ($mil),Inventory ($mil),Book Value,Common Equity ($mil),Preferred Equity ($mil),Long Term Debt ($mil),Current Liabilities ($mil),Current Assets  ($mil),Intangibles ($mil),Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Annual Sales ($mil),Beta
"TORM","TRMD","2480.86","NSDQ","12","Transportation","Transportation - Shipping","29.98","202212","6.63","","","744.479","605.45599","562.75402","687.57702","556.66302","333.505","72.03299","19.22","1503.67395","0","849.81799","206.388","739.71197","3.776","35.344",".54663","1.79","3.24","1.61915","1443.35",".4"
"Terreno Realty","TRNO","4247.56","NYSE","12","Finance","REIT and Equity Trust - Other","51.62","202212","2","2.2","2.38","272.72698","221.86399","198.014","248.87699","198.014","0","0","31.81","2229.85107","0","798.27197","49.692","26.39299","0","23.27499",".30335",".93",".53",".53113","276.21",".81"
"T. Rowe Price","TROW","20964.86","NSDQ","12","Finance","Financial - Investment Management","92.77","202212","8.02","7.16","7.27","2594","1948.19995","1557.90002","2510.60009","1948.19995","748.70001","0","42.2","9030.20019","0","0","680.70001","2504.30004","3272.60009","9.42679","0","3.22","3.68","2.5791","6488.4","1.31"
"TC Energy","TRP","35637.7","NYSE","12","Oils-Energy","Alternative Energy - Other","34.23","202212","3.31","3.05","3.01","5035.18408","3047.57104","575.36199","5361.29296","1056.88098","2787.58105","719.971","22.88","24319.79882","1922.23095","38567.6914","13004.86035","5639.77392","9878.83593","62.27","1.78065",".61",".38",".16395","11520.2",".83"
"TransUnion","TRU","8954.75","NYSE","12","Business Services","Business - Information Services","44.16","202212","3.62","3.57","4.18","1137.09997","618.09997","269.5","1219.09997","387.20001","602.20001","0","20.86","4269.3999","0","5555.5","905.5","1450.19995","9226.90039","56.527","1.30027","1.54","1.6",".93649","3709.9","1.38"
"The Travelers Companies","TRV","37624.24","NYSE","12","Finance","Insurance - Property and Casualty","164.46","202212","12.42","11.16","16.64","10046","3705","2842","9339","3354","22238","0","87.47","21560","0","7292","80904","26507","4239","28.673",".40199",".34",".33",".05276","36884",".59"
"Tenaris","TS","19106.99","NYSE","12","Industrial Products","Steel - Pipe and Tube","31.81","202212","4.33","6.09","4.55","3773.65991","3165.93701","2553.28002","3161.00292","3165.93701","2677.75097","3986.92895","26.75","14034.44042","0","46.43299","2788.42309","8468.5957","1332.50805",".32199",".00323","3.71","1.61",".64693","11762.53","1.5"
"Tractor Supply Co.","TSCO","21551.58","NSDQ","12","Retail-Wholesale","Retail - Miscellaneous","188.79","202212","9.71","10.17","10.81","1778.005","1434.94299","1088.71203","1431.77404","1404.31005","0","2709.59692","19.18","2042.41601","0","1198.70703","2376.21191","3157.7749","253.26199","45.755",".84349","1.6",".19",".18861","14204.72",".82"
"Tower Semiconductor","TSEM","2569.29","NSDQ","12","Computer and Technology","Electronics - Semiconductors","23.23","202212","2.5","2.19","2.19","597.37799","304.73999","264.569","570.39099","291.97299","152.93499","302.108","18.4","1888.54101","0","210.069","387.388","1495.17395","14.031","8.16749",".08893","4.77","3.08","2.68498","1677.61",".93"
"Tesla","TSLA","675266.5","NSDQ","12","Auto-Tires-Trucks","Automotive - Domestic","205.76","202212","4.07","3.19","4.06","17657","13910","12583","17863","13719","2952","12839","17.06","45489","0","1597","26709","40917","409","4.7487",".04474","1.69","1.05",".94073","81462","2.07"
"Taiwan Semiconductor","TSM","454537.31","NYSE","12","Computer and Technology","Semiconductor - Circuit Foundry","87.45","202212","6.57","4.97","5.8","51841.10156","37612.19921","32311.19921","48300.89843","37229.80078","53.79999","7196.5","20.15","94950.60156","0","28273.90039","32104.30078","66804.29687","846.09997","22.62",".29233","2.42","1.86","1.85501","75881","1.07"
"Tyson Foods","TSN","16131.77","NYSE","9","Consumer Staples","Food - Meat Products","45.92","202309","8.73","3.09","4.73","5750","4514","3238","4405.02978","4149","2577","5514","53.18","19811","0","7862","5313","9630","16765","31.912",".46869","1.8","","","53282",".78"
"Trane Technologies","TT","42121.12","NYSE","12","Business Services","Technology Services","187.43","202212","7.36","8.87","9.76","2719.19995","2395.60009","1756.5","2052.10009","2172.10009","2780.10009","1993.80004","27.48","6105.20019","0","3788.30004","5686.7998","6379.20019","8767.70019","41.62799",".71315","1.19",".77",".28228","15991.7","1.01"
"Toro","TTC","8343.87","NYSE","10","Consumer Discretionary","Tools - Handheld","81.81","202210","4.2","4.07","4.64","697.09301","588.28399","443.34201","553.02502","552.54602","332.71301","1051.109","14.22","1351.70104","0","990.768","1063.61303","1675.35095","1169.12902","41.81",".71851","1.91",".59",".27409","4514.66",".77"
"The Trade Desk","TTD","35132.52","NSDQ","12","Computer and Technology","Internet - Services","66.22","202212","1.04","1.25","1.54","169.03999","114.61499","53.38499","576.45697","127.37","2347.19506","0","4.22","2115.33911","0","0","2029.32299","3845.61694","0","0","0","1.87","1.9",".73838","1577.8","1.71"
"TotalEnergies","TTE","161042.84","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing","65.65","202212","13.94","9.79","10.03","59352","45672","20526","49877","43286","24378","22936","47.44","114570","0","45264","109778","125724","31931","25.77",".34715","1.17",".94",".71425","280999",".76"
"Tetra Tech","TTEK","7895.25","NSDQ","9","Industrial Products","Pollution Control","149.18","202309","4.5","5.94","7","415.39001","362.13","263.125","296.88598","348.76599","765.31701","0","27.31","1183.13696","0","246.25","916.01702","1158.21594","1139.57495","38.43199",".62423","1.17","","","3504.05",".99"
"TakeTwo Interactive Software","TTWO","23278.71","NSDQ","3","Consumer Discretionary","Toys - Games - Hobbies","133.04","202303","3.77","3.26","7.49","541.29998","-1338.09998","-1124.69996","2481.29589","-1338.09998","763.20001","0","52.64","9042.5","0","1733","3851.60009","2508.10009","11220.2998","23.22599",".30253",".82",".65",".45303","5349.9",".68"
"TELUS","TU","23482.1","NYSE","12","Utilities","Diversified Communication Services","16.15","202212",".9",".74",".89","4927.49414","2272.21606","1242.25805","3916.75488","1786.08203","2646.04809","413.05999","9.04","13582.53027","0","17303.91992","6369.74511","4685.96582","21804.50976","56.54199","1.30109",".63",".67",".2554","14162.38",".74"
"Tradeweb Markets","TW","19568.2","NSDQ","12","Finance","Financial - Investment Bank","87.88","202212","1.9","2.16","2.48","616.01202","437.13299","309.33801","628.95898","437.13299","154.30799","0","24.36","5546.31591","0","0","238.897","1436.44299","3853.0769","0","0","6.05","6.01","5.36689","1188.78",".97"
"Twilio","TWLO","9274.98","NYSE","12","Computer and Technology","Internet - Software","50.75","202212","-.15","1.7","1.92","-873.42701","-1243.63196","-1256.14502","343.43499","-1243.63196","547.50701","0","55.07","10559.04003","0","1008.67199","808.15802","4984.08593","6134.08789","9.1321",".10049","6.14","6.17","5.48974","3826.32","1.34"
"Hostess Brands","TWNK","4428.21","NSDQ","12","Consumer Staples","Food - Confectionery","33.33","202212",".98","1.12","1.22","313.83401","252.23399","164.195","196.15699","211.28399","168.783","65.40599","13.94","1797.08398","0","999.08898","224.311","367.06201","2627.49511","34.65499",".53033","1.8","1.34",".59236","1358.21",".55"
"Ternium","TX","7404.73","NYSE","12","Basic Materials","Steel - Producers","37.9","202212","9","7.92","5.91","3329.729","2713.23706","1767.51599","2384.49194","2666.5","1843.45104","3470.21508","72.89","13768.38964","0","722.83502","2216.83007","8842.27441","944.40899","4.62519",".04849","3.99","2.42","1.59173","16414","1.58"
"10x Genomics","TXG","4346.82","NSDQ","12","Medical","Medical Info Systems","37.29","202212","-1.46","-1.76","-1.31","-127.618","-161.495","-166","-132.12301","-161.971","104.21099","81.62899","6.83","805.74298","0","0","130.957","635.03497","27.36899","0","0","5.94","4.23","3.43009","516.41","1.82"
"Texas Instruments","TXN","128740.54","NSDQ","12","Computer and Technology","Semiconductor - General","144.01","202212","9.39","7.19","7.69","11225","10246","8749","9709.48046","10032","1895","2757","18.32","14577","0","8235","2985","14021","4362","39.63999",".65672","5.69","3.77","3.13869","20028","1.03"
"Texas Roadhouse","TXRH","6437.22","NSDQ","12","Retail-Wholesale","Retail - Restaurants","94.63","202212","3.97","4.62","5.39","458.673","321.436","269.81799","407.05499","321.31201","150.264","38.01499","16.45","1027.66198","0","50","652.01","396.841","154.339","0","0",".41",".55",".31987","4014.92",".97"
"Textron","TXT","14728.53","NYSE","12","Aerospace","Aerospace - Defense","76.02","202212","4.01","5.27","5.64","1520","1123","861","1259","1016","855","3550","35.51","7113","0","3550","3670","8036","2283","31.127",".45194","1.87","1.22",".98937","12869","1.47"
"Tyler Technologies","TYL","15427.63","NYSE","12","Computer and Technology","Business - Software Services","365.28","202212","7.5","7.69","8.69","388.013","215.972","164.24","490.14599","187.593","577.25701","0","65.79","2624.38891","0","957.38897","889.695","847.242","3539.66088","23.26",".3031","1",".95",".30345","1850.2",".81"
"Unity Software","U","9851.02","NYSE","12","Computer and Technology","Internet - Software","25.9","202212","-.41",".56",".89","-663.44501","-875.021","-921.06202","82.60299","-882.42499","633.77502","0","9","3534.56591","0","2707.17089","1010.28399","2364.63989","5123.18896","45.86899",".78486","2.46","2.34","1.71324","1391.02","2.42"
"Under Armour","UA","2997.13","NYSE","3","Consumer Discretionary","Textile - Apparel","6.73","202303",".58","","","440.40301","300.591","386.76901","406.139","287.76501","759.85998","1190.25305","4.5","1998.40295","0","674.47802","1356.89099","2959.58593","490.932","22.85499",".29625","2.04","1.3",".74396","5903.64","1.63"
"Under Armour","UAA","3242.07","NYSE","3","Consumer Discretionary","Textile - Apparel","7.28","202303",".58",".49",".63","440.40301","300.591","386.76901","406.139","287.76501","759.85998","1190.25305","4.5","1998.40295","0","674.47802","1356.89099","2959.58593","490.932","22.85499",".29625","2.04","1.3",".74396","5903.64","1.62"
"United Airlines","UAL","11431.31","NSDQ","12","Transportation","Transportation - Airline","34.92","202212","2.52","9.93","9.67","5275","2663","737","3443","990","1801","1109","26.99","6896","0","28398","19992","20058","7289","74.60099","2.93719",".89",".95",".85774","44955","1.44"
"Uber Technologies","UBER","86543.18","NYSE","12","Computer and Technology","Internet - Services","40.62","202212","-4.65",".42","1.08","-7886","-8861","-9141","-8166","-9426","2779","0","4.61","8074","0","9265","8853","9249","10137","50.637",".98248","1.24","1.04",".73082","31877","1.22"
"United Bankshares","UBSI","3648.64","NSDQ","12","Finance","Banks - Southeast","28.135","202212","2.8","2.69","2.5","535.81896","501.10501","379.62701","414.341","475.78298","20418.31054","56.879","34.37","4516.19287","0","2197.656","22653.58984","21651.83984","1909.91101","32.06299",".47194",".98",".95",".05194","1155.25","1.03"
"United Community Banks","UCBI","2631.41","NSDQ","12","Finance","Banks - Southeast","22.68","202212","2.66","2.14","2.19","421.401","374.70098","277.47198","339.30099","356.00201","15248.08007","13.6","26.03","2604.25195","96.42199","874.66302","20334.00976","15908.53027","779.24798","9.25679",".10498",".8",".78",".03181","950.86","1.01"
"United Dominion Realty Trust","UDR","11199.03","NYSE","12","Finance","REIT and Equity Trust - Residential","33.59","202212","2.33","2.49","2.61","928.40002","248.828","86.924","766.49597","92.928","0","0","12.37","4053.67993","44.615","5487.30322","237.572","839.34698","0","60.69599","1.33164","5.6","3.53","3.53302","1517.39",".79"
"Uranium Energy","UEC","2218.63","AMEX","7","Basic Materials","Mining - Miscellaneous","5.63","202307","-.01",".04","",".375","-1.632","-3.307","-1.3","-2.43701","0","6.20699","1.67","631.82702","0","0","12.194","55.205","565.55999","0","0","4.53","4.02","4.0182","164.39","1.94"
"UFP Industries","UFPI","5757.91","NSDQ","12","Construction","Building Products - Wood","94.63","202212","10.97","8.26","8.44","1062.28796","948.72601","692.651","806.21301","934.81597","650.72998","973.22698","45.83","2596.82299","0","275.15399","611.83502","2262.11303","488.55099","9.0353",".09693","4.34","2.11","1.04301","9626.74","1.5"
"UGI","UGI","4447.23","NYSE","9","Utilities","Utility - Gas Distribution","21","202309","2.9","3.23","3.46","2234","1716","1073","1144","1387","1255","665","20.09","5912","162","6483","2444","3802","4112","60.07099","1.56419",".98","","","10106","1.07"
"Ultrapar Participacoes","UGP","4438.39","NYSE","12","Oils-Energy","Oil and Gas - Production and Pipelines","4.18","202212",".27",".21",".24","1082.36694","785.57397","348.82299","587.117","364.10299","1203.74194","950.30798","2.28","2358.29101","0","1876.64697","2472.82299","3595.96289","371.58401","47.568",".90724","1.97","1.07",".5831","27819.31","1.24"
"U-Haul Holding Company","UHAL","9856.83","NYSE","3","Transportation","Transportation - Services","50.82","202303","5.54","4.35","","2230.83691","1441.88098","922.99798","1711.95397","1217.92297","189.498","151.47399","35.34","6680.33203","-151.997","6108.04199","761.039","2643.20703","0","48.123",".90728","3.83","3.27","3.02512","5864.69","1"
"Universal Health Services","UHS","8480.54","NYSE","12","Medical","Medical - Hospital","124.23","202212","9.88","10.24","11.54","1575.01","993.14898","675.609","1312.10498","866.26","2017.72204","218.51699","87.33","5965.35009","0","4726.5332","1914.41894","2537.34008","3909.45605","42.92499",".75138","1.29","1.21",".15728","13399.37","1.26"
"Ubiquiti","UI","6865.55","NYSE","6","Computer and Technology","Wireless Equipment","115.18","202306","6.8","11.04","13.95","562.263","544.56597","407.64099","428.94","486.34201","167.787","737.12097","-1.91","-115.73301","0","1041.38098","351.819","1167.04394","0","","-8.99814","3.32","1.22",".74508","1940.51","1.31"
"Unilever","UL","121958.52","NYSE","12","Consumer Staples","Soap and Cleaning Materials","47.26","202212","2.71","2.67","2.87","13803.20996","11752.90429","8051.61083","8971.55273","10891.05957","7835.62304","6248.90087","9.49","22864.16992","0","0","26789.89062","20183.81054","42659.21093","","",".79",".52",".22767","63303.91",".45"
"Ulta Beauty","ULTA","18607.45","NSDQ","1","Retail-Wholesale","Retail - Miscellaneous","379.96","202301","24.01","25.37","27.13","1884.91601","1643.54394","1242.40795","1483.78002","1643.54394","199.42199","1603.45104","41.68","1959.81103","0","0","1681.77502","2709.30395","12.182","0","0","1.69",".66",".53897","10208.58","1.33"
"UMB Financial","UMBF","3022.33","NSDQ","12","Finance","Banks - Midwest","63.75","202212","8.86","7.26","7.03","687.94299","588.18103","431.682","531.44396","532.01098","21028.58007","1.978","57.84","2667.09301","0","381.311","35100.92968","23686.92968","286.109","12.001",".13637",".72",".67",".07567","1691.75",".82"
"United Microelectronics","UMC","17856.78","NYSE","12","Computer and Technology","Electronics - Semiconductors","7.12","202212","1.16",".75",".82","4929.96777","3628.11499","2911.77392","4141.85302","3567.38208","1263.36999","1011.06298","4.26","10504.75","0","1297.66894","3664.45605","8212.53027","139.121","9.93579",".11031","1.67","1.97","1.62045","9078","1.27"
"Unifirst","UNF","3042.31","NYSE","8","Industrial Products","Uniform and Related","160.87","202308","7.02","7.68","8.31","243.266","134.32499","103.674","252.90699","138.837","279.078","148.33399","107.2","2003.95996","0","0","267.229","840.11798","793.518","0","0","3.14","2.59","1.54439","2233.05",".84"
"UnitedHealth Group","UNH","491136.28","NYSE","12","Medical","Medical - HMOs","528.36","202212","22.19","24.9","27.87","31835","28435","20120","24481","26343","30450","0","96.69","81450","0","54513","89237","69069","107753","41.09899",".64846",".8",".77",".43276","324162",".64"
"Unum Group","UNM","9423.24","NYSE","12","Finance","Insurance - Accident and Health","48.53","202212","6.21","7.74","7.97","2028.30004","1819.90002","1314.19995","1462.69995","1631.40002","12315.70019","0","46.92","9197.5","0","3427.80004","46275.10156","13829.70019","347.6","27.054",".37087",".29",".3",".03271","11991","1.08"
"Union Pacific","UNP","125101.59","NYSE","12","Transportation","Transportation - Rail","202.24","202212","11.33","10.27","11.22","12589","10343","6998","9313","9072","1891","741","22.97","12163","0","31648","5520","3952","0","68.98799","2.22457",".72",".58",".23913","24875","1.12"
"United Parcel Service","UPS","125544.31","NYSE","12","Transportation","Transportation - Air Freight and Cargo","138.21","202212","12.94","9.3","10.17","18717","15529","11548","14514","14825","12583","0","23.45","19803","0","17321","18140","22217","7019","49.129",".96576","1.32","1.22",".53109","100338","1.09"
"Urban Outfitters","URBN","3171.96","NSDQ","1","Retail-Wholesale","Retail - Apparel and Shoes","34.22","202301","1.75","3.21","3.37","324.93301","222.59399","159.699","267.10699","221.279","70.33899","587.51","21.22","1792.68298","0","0","890.37402","1237.71899","0","0","0","1.43",".73",".65126","4795.24","1.49"
"United Rentals","URI","27255.04","NYSE","12","Construction","Building Products - Miscellaneous","403.77","202212","32.5","40.61","43.24","5477","3247","2105","4536.49511","2802","2004","232","108.58","7062","0","11209","2445","2723","6478","58.597","1.41529",".74","1.02",".19918","11642","1.88"
"USA Compression Partners","USAC","2472.69","NYSE","12","Oils-Energy","Oil and Gas - Mechanical and and Equipment","24.91","202212","-.19",".31",".6","413.32598","169.384","30.318","274.26","31.33399","83.82199","93.75399","-2.12","-116.29901","477.30899","2106.64892","173.664","186.447","275.03201","89.15699","-10.62872","1.13",".53",".05108","704.6","1.46"
"U.S. Bancorp","USB","47966.49","NYSE","12","Finance","Banks - Major Regional","31.77","202212","4.45","4.32","3.99","9206","8646","5825","7517.3999","7301","381277","2200","30.51","44424","6808","39829","556192","437019","19528","44.566",".92097",".8",".78",".09626","27401",".99"
"US Foods","USFD","9160.09","NYSE","12","Consumer Staples","Food - Miscellaneous","36.9","202212","2.14","2.63","3.22","1000","616","265","922","361","1848","1616","19.65","3961","534","4738","2796","3820","6410","50.14599","1.00586","1.34",".79",".12732","34057","1.49"
"United States Cellular","USM","3525.16","NYSE","12","Computer and Technology","Wireless National","41.86","202212",".35",".31",".63","935","235","30","730","72","1076","261","53.82","4570","0","3187","1195","1723","4690","40.449",".67661","1.49","1.22",".32301","4169",".5"
"United Therapeutics","UTHR","10536.38","NSDQ","12","Medical","Medical - Drugs","224.4","202212","15","18.97","20.53","1034.30004","983","727.29998","778.59997","950.59997","220.39999","102","115.29","4796.70019","0","800","343.20001","3380.30004","44.5","12.88",".14784","8.68","9.55","8.90996","1936.3",".61"
"Visa","V","440976.94","NYSE","9","Business Services","Financial Transaction Services","231.28","202309","8.77","9.78","11.22","19535","18674","14957","19223","18136","3952","0","19.89","33257","2324","20200","20853","30205","42852","34.568",".55253","1.45","","","32653",".96"
"Marriot Vacations Worldwide","VAC","3233.02","NYSE","12","Consumer Discretionary","Hotels and Motels","88.59","202212","10.26","9.31","10.04","857","700","391","615","582","292","660","67.32","2498","0","5026","1227","4004","4028","66.99099","2.02945","3.32","2.73","2.48736","4656","2.01"
"Valaris","VAL","4948.29","NYSE","12","Oils-Energy","Oil and Gas - Drilling","65.78","202212","1","","","353.39999","270.20001","176.5","159.19999","224.89999","449.1","0","17.11","1297.90002","0","542.40002","504.39999","1346.19995","0","35.005",".53858","2.2","2.67","1.77854","1602.5","1.28"
"VALE","VALE","57024.76","NYSE","12","Basic Materials","Mining - Iron","13.03","202212","3.61","2.06","2.5","24131","20960","18788","19899","19781","5591","4482","8.99","37358","0","14948","13891","15526","10238","27.85099",".38601","1.15",".8",".39255","43839",".87"
"Visteon","VC","3506.59","NSDQ","12","Auto-Tires-Trucks","Automotive - Original Equipment","127.98","202212","5.33","6.49","9.41","297","189","124","260","175","672","348","27.59","774","0","336","1035","1710","99","29.593",".4203","1.75","1.32",".66666","3756","1.8"
"Veeva Systems","VEEV","31292.48","NYSE","1","Computer and Technology","Internet - Software","190.14","202301","4.28","4.68","5.57","556.69","509.096","487.70599","743.16302","509.096","785.229","0","25.85","3716.25195","0","0","1006.80297","3969.31298","522.35302","0","0","4.35","3.94","3.16256","2155.06",".91"
"Vertex","VERX","3513.16","NSDQ","12","Computer and Technology","Internet - Software","23.19","202212",".3",".34",".43","53.316","-8.082","-12.304","109.216","-10.13001","102.885","0","1.49","229.725","0","46.719","403.20901","241.18899","257.02301","16.77",".20148",".54",".6",".343","491.62",".46"
"Vermilion Energy","VET","2397.7","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - International","14.65","202212","4.35","3.13","2.63","2085.37109","1641.43896","1010.00701","1176.63","1577.70495","287.41198","15.11999","17.31","2616.09399","0","871.39398","686.16101","549.552","0","19.982",".24972",".85",".78",".36","2674.02","2.21"
"V.F. Corporation","VFC","6980.19","NYSE","3","Consumer Discretionary","Textile - Apparel","17.83","202303","2.1","2.04","2.35","1598.20898","217.677","118.58399","2194.29809","43.28699","1610.29504","2292.79003","6.99","2910.71289","0","5711.01416","3545.76611","5152.70898","4621.23388","67.80799","2.10634","1.37",".81",".35242","11612.47","1.45"
"","VFH","7972.67","NYSE","12","Finance","Financial - Investment Funds","77.44","202212","","","","","","","","","","","","","","","","","","","","","","","","1.09"
"VICI Properties","VICI","27930.08","NYSE","12","Finance","REIT and Equity Trust - Other","27.55","202212","1.93","2.14","2.23","1714.64099","1679.09594","1117.635","1153.18005","1139.14294","0","0","23.76","22290.10937","0","13739.66992","0","579.83502","0","40.837",".69024","4.23","","","2600.7",".94"
"Vipshop","VIPS","8308.18","NYSE","12","Computer and Technology","Internet - Delivery Services","14.49","202212","1.55","2.14","2.38","1379.52502","1174.60205","913.24298","1196.182","1171.08496","82.441","799.72698","7.93","4940.1289","0","0","4135.89697","4891.0332","1265.77697","0","0","1.14",".99",".96928","14955.71",".59"
"Virtu Financial","VIRT","2967.48","NSDQ","12","Finance","Financial - Miscellaneous Services","18.37","202212","3","2.03","2.36","950.307","787.85797","265.026","491.68301","556.79797","1196.01501","0","9.53","1651.427","0","1795.95202","6657.90185","3758.92993","1470.406","53.39199","1.14557",".5",".56",".38494","2364.81",".26"
"Vista Oil & Gas","VIST","2795.03","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","29.78","202212","2.93","4.76","5.68","697.26202","462.39999","269.535","507.138","433.514","90.40599","12.899","11.91","844.05999","0","477.60101","408.34399","347.69","35.08","34.686",".53105","1",".82",".59847","1143.82","2.02"
"Telefonica Brasil","VIV","15071.83","NYSE","12","Utilities","Diversified Communication Services","9.18","202212",".47",".55",".7","4159.50976","1707.29296","791.26702","3238.17504","935.87902","2302.07495","152.97","8.34","13259.90039","0","2572.69506","4294.46777","3347.89306","9631.78125","15.312",".1808",".87",".74",".2079","9304.63",".56"
"Valero Energy","VLO","44798.44","NYSE","12","Oils-Energy","Oil and Gas - Refining and Marketing","125.36","202212","29.16","25.56","16.97","18342","15869","11528","14049","15307","11919","6752","79.27","25468","0","10526","17461","24133","0","26.57099",".36186","1.59","1",".31281","176383","1.6"
"Veralto Corporation","VLTO","17434.87","NYSE","12","Business Services","Technology Services","70","202212","","","","1203","1113","845","90","1113","816","345","","3240","0","0","1123","1280","2955","0","0","1.23",".83",".10596","4870",""
"Valley National Bancorp","VLY","3934.17","NSDQ","12","Finance","Banks - Northeast","7.88","202212","1.31","1.08","1.08","966.497","845.30999","568.85101","771.63897","780.66699","46655.14843","18.118","12.53","6191.11083","209.69099","1599.81799","49103.25","47621.21875","2066.39208","27.551",".39281",".99",".97",".0193","2183.48","1.14"
"Vulcan Materials","VMC","27020.99","NYSE","12","Construction","Building Products - Concrete and Aggregates","193.97","202212","5.11","6.82","8.05","1612.69995","957.29998","575.59997","1337.776","788.09997","1045.30004","579.29998","54.39","6952.20019","0","3875.19995","956.59997","1902","5391.70019","34.895",".53597","2.58","1.38",".28998","7315.2",".8"
"Valmont Industries","VMI","4860.46","NYSE","12","Industrial Products","Steel - Pipe and Tube","199.05","202212","13.82","15.65","16.92","508.58898","411.42199","250.863","395.30599","363.888","604.18103","728.76202","79.49","1641.71203","0","870.93499","803.99298","1780.58496","916.47601","36.32099",".57038","2.41","1.31",".55677","4345.25","1.09"
"VMware","VMW","64017.11","NYSE","1","Computer and Technology","Computer - Software","146.47","202301","6.53","7.23","7.93","3330","2096","1314","4014","1792","4588","0","5.9","1534","0","9440","12391","10231","10076","78.76799","3.70985",".87",".83",".45541","13350",".72"
"Vornado Realty Trust","VNO","3660.35","NYSE","12","Finance","REIT and Equity Trust - Other","19.7","202212","3.15","2.63","2.5","439.941","-81.187","-346.499","709.71197","-360.952","776.14202","0","25.25","4893.92089","1182.45898","8389.04296","450.88101","2269.26098","139.638","59.36399","1.72001","4.15","5.03","3.31155","1799.99","1.45"
"Viper Energy Partners","VNOM","4741.75","NSDQ","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.91","202212","1.92","1.94","1.99","783.83099","662.76","151.673","266.69299","622.35101","87.91699","0","14.15","2321.5249","0","576.89501","21.94599","118.62","0","22.12199",".28406","3.77","5.41","1.39902","866.47","1.83"
"","VNQ","27652.34","NYSE","12","Finance","Financial - Investment Funds","72.41","202212","","","","","","","","","","","","","","","","","","","","","","","",".92"
"Vontier","VNT","4492.06","NYSE","12","Business Services","Technology Services","29.25","202212","3.08","2.86","3.06","720.40002","597","401.29998","619.5","527.40002","514.79998","346","4.51","579.5","0","2585.69995","929.90002","1385","2388.3999","77.54699","3.45366","1.51","1.12",".56371","3184.4","1.21"
"Vodafone Group","VOD","24477.71","NSDQ","3","Computer and Technology","Wireless Non-US ","9.18","202303","1.36",".81","1.11","29327.91015","15146.11914","12328.08984","18003.17968","13346.58007","11438.74023","995.578","24.81","67152.59375","0","53808.10156","36015.78125","31931.41015","49161.37109","44.484",".80128",".89",".86",".54134","55097.96",".79"
"Voya Financial","VOYA","6937.06","NYSE","12","Finance","Insurance - Life Insurance","66.53","202212","7.58","7.94","8.99","611","611","510","835","428","14945","0","50.64","5951","0","3396","52714","16308","958","39.971",".63393",".3",".31",".02585","3537","1.15"
"Verona Pharma","VRNA","7589.9","NSDQ","12","Medical","Medical - Biomedical and Genetics","13.05","202212","-1.04","-.87","-1.09","-67.211","-67.92701","-68.701","-67.98501","-68.448","9.28199","0",".43","230.466","0","9.97299","19.02899","242.996",".545","6.78779",".07282","26.29","12.77","12.28199",".46",".27"
"Varonis Systems","VRNS","3440.77","NSDQ","12","Computer and Technology","Security","31.09","202212",".18",".22",".25","-75.99701","-121.228","-124.518","67.814","-110.81501","135.979","0","4.29","502.125","0","248.96299","228.74299","905.65698","25.923","34.66199",".53051","3.55","3.96","3.36481","473.63",".85"
"Verra Mobility","VRRM","3373.05","NSDQ","12","Industrial Products","Security and Safety Services","19.68","202212","1.02","1.07","1.16","340.63598","196.47999","92.47499","305.74499","127.108","194.56799","19.30699","3.09","231.07","0","1190.04504","186.809","362.59399","1210.90002","70.827","2.42787","3","1.84",".7961","741.6","1.2"
"Verisk Analytics","VRSK","33031.21","NSDQ","12","Business Services","Business - Information Services","226.69","202212","5.01","5.71","6.56","1742.30004","1401.19995","953.90002","1136.80004","1262.40002","334.29998","0","2.11","1767.69995","0","2343.19995","2319.19995","925.09997","2180.80004","90.286","9.29398","1.07",".4",".25474","2497",".83"
"VeriSign","VRSN","21294.03","NSDQ","12","Computer and Technology","Internet - Software and Services","204.53","202212","6.24","7.02","7.75","1002.40002","955.5","673.79998","720.79998","880.20001","0","0","-15.69","-1562.19996","0","1787.90002","1116.90002","1038.69995","197.5","","-1.10576",".87",".93",".92998","1424.9",".96"
"Vertiv","VRT","14227.93","NYSE","12","Computer and Technology","Computers - IT Services","34.86","202212",".53","1.6","1.97","624.20001","314.29998","76.59999","511.39999","167","1888.80004","822","4.36","1441.90002","0","3169.10009","1897.90002","3158.69995","3100.80004","63.84","1.76551","1.64","1.23",".23599","5691.5","1.41"
"Veritiv","VRTV","2291.49","NYSE","12","Basic Materials","Paper and Related Products","169.1","202212","22.25","20.25","17.6","496.89999","449.6","337.89999","370.50601","431.89999","889.59997","423.89999","65.21","756.09997","0","264.79998","726.59997","1457.80004","131.89999","16.267",".19427","2.2","1.42",".19859","7146.3","2.13"
