Company Name,Ticker,Market Cap (mil),EBITDA ($mil),EBIT ($mil),Beta,Receivables ($mil),Inventory ($mil),Intangibles ($mil),Current Liabilities ($mil),Current Assets  ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Net Income  ($mil),Cash Flow ($mil),Annual Sales ($mil)
"Seagate Technology","STX","12567.59","2379","1928","1.09","1532","1565","1246","3555","4033","5062","0","109","-4.85","","-4.82072",".99",".69",".26329","1649","2284","11661"
"Constellation Brands","STZ","44745.29","1216.30004","782.29998","1.03","901.59997","1898.69995","10653.5","2968.30004","3496.10009","11286.5","0","8733.90039","47.67","56.375","1.29226","1.18",".54",".23441","-71","2416.30004","10177.2"
"Suncor Energy","SU","38430.21","17778.51953","11020.32812","1.28","4855.18994","3890.61401","2758.35107","9898.83496","11181.08984","7538.16015","0","30281.0996","22.39","19.684",".24508","1.11",".74",".24601","6982.02783","15654.67968","44972.41"
"Subsea 7","SUBCY","3173.96","627.29998","159.69999","1.78","647.29998","49.5","222.39999","1884.40002","2421.30004","302.20001","0","4450.70019","15.03","10.60999",".11868","1.34","1.26",".91514","57.09999","524.70001","5135.8"
"Sun Communities","SUI","16210.38","1121.5","542.40002",".71","0","0","1420.40002","396.29998","835","7197.20019","0","8091.3999","64.86","48.046",".92477","2.63","2.11","2.10698","253","821.09997","2969.7"
"Summit Materials","SUM","3939.19","660.958","448.457","1.41","256.669","212.49099","1203.93005","255.847","1018.37597","1488.56896","0","2011.98999","16.66","42.90399",".75142","3.42","3.15","2.14665","275.94299","366.37298","2412.52"
"Sunoco","SUN","4405.67","883","683","1.33","905","821","2189","1406","1983","3571","0","942","9.95","77.63899","3.47199","1.48",".83",".18278","475","675","25729"
"SUMCO","SUOPY","4912.96","953.25299","472.87298","1.34","687.76898","1590.61596","78.74199","944.51599","4387.1831","986.89501","0","4757.86181","","","","","","","374.20098","855.10699","3059"
"Suntec Real Estate Investment Trust","SURVF","2769","479.13","478.54501",".54","30.732","0","0","450.12899","230.809","3288.79492","0","4836.3789","","","","","","","345.93899","345.93899","309.99"
"Suzano","SUZ","12836.72","7894.03515","6439.74121","1.16","1968.75195","1109.56396","2942.87792","2807.20605","7190.65722","13799.0996","0","6424.32519","5.42","64.138","1.78848","2.47","2.17","1.46492","4529.02001","5982.86914","9651.31"
"Seven and I Holdings Co.","SVNDY","38046.09","6190.12792","2915.59497",".18","4046.21093","2239.33496","19260.01953","22326.52929","23442.9707","23195.74023","0","28329.58984","14.86","48.102",".92686",".96","","","2151.4331","2711.35888","90439.15"
"Svenska Handelsbanken Ab Publ","SVNLY","16117.43","3691.906","3444.94702",".79","254757","0","968.013","160114","300624.8125","3761.16601","0","21189.83007","4.6","19.00699",".23467","1.89","","","2276.8479","2442.5061","5804.58"
"ShockWave Medical","SWAV","10639.99","128.10299","122.71399","1","71.36599","75.11199","0","63.374","459.263","24.19799","0","511.316","15.64","4.07299",".04245","4.16","6.06","4.93554","215.996","221.38499","489.73"
"Swatch Group","SWGAY","42473.13","1577.08898","1151.64196",".85","694.75799","7202.21679","152.99299","1179.93505","10890.82031","2.09599","0","12628.24023","4.33",".01659",".00016","9.23","3.13","2.53729","845.65502","1271.19494","7859.06"
"Stanley Black & Decker","SWK","12144.22","948.59997","376.39999","1.31","1231","5861.10009","12977.5","6569.20019","7974.70019","5352.8999","0","9714.20019","61.98","39.12599",".64273","1.3",".32",".13435","170.1","1295.90002","16947.4"
"Skyworks Solutions","SWKS","16332.46","2218.60009","1524.5","1.26","1094","1212.09997","3621.3999","1226.90002","3229.8999","1689.90002","0","5469","36.02","20.641",".26009","2.91","1.64",".75295","1275.19995","2528.69995","5485.5"
"Southwestern Energy","SWN","5506.34","3269","2084","1.3","1401","0","0","3481","1664","4392","0","4324","5.68","38.61999",".62919",".55",".48",".07555","1849","2664","15002"
"Swire Pacific","SWRAY","26496.48","1960.32299","1362.68701",".58","1320.29003","971.54199","1778.86096","5303.63623","5202.37011","7423.07324","0","40345.03125","10.6","15.53999",".18398",".98",".8",".54878","606.32","1158.11999","11642.55"
"Southwest Gas","SWX","4219.53","197.11799","-273.33701",".27","874.984","0","787.25","3422.96289","3707.6621","4403.29882","0","3058.75903","46.21","58.80199","1.38876","1.4","1.08",".82755","-203.29","667.05499","4960.01"
"Sensient Technologies","SXT","3148.9","249.218","196.751",".89","302.109","564.10998","434.315","272.15301","934.78002","630.33099","0","999.59802","24.34","39.79999",".66112","4.09","1.36",".25192","140.88699","191.45799","1437.04"
"Synchrony Financial","SYF","14018.54","4894","4475","1.58","82943","0","2392","77500","93237","14191","734","12139","29.07","53.095","1.19865","1.22","1.2",".13282","3016","3435","17526"
"Symrise","SYIEY","14815.28","966.95397","665.65502",".84","918.43798","1168.85705","2936.35595","1354.135","2756.51904","1587.86694","0","3847.74804","","","","","","","443.57299","744.90197","4526.48"
"Stryker","SYK","105299.94","3681","2683",".94","3565","3995","19765","6303","10275","11857","0","16616","44.51","41.23899",".7018","1.73","1",".43074","2358","4569","18449"
"SYMBIOTIC INC","SYM","19091.15","-133.10001","-139.08901","1.31","105.22799","91.9",".64999","522.95697","605.39801","0","0","68.94",".04","0","0","1.02",".98",".78069","-78.99701",".208","593.31"
"Synaptics","SYNA","3130.69","511.6","350.70001","1.56","322.1","169.69999","1196.59997","463.39999","1403.40002","975.70001","0","1266.40002","33.42","42.41099",".73643","4.96","2.66","1.96719","257.5","712.09997","1739.7"
"Syneos Health","SYNH","4309.65","644.14099","396.962","1.61","1645.16198","0","5578.38085","1724.69104","1943.93603","2655.29003","0","3495.00097","33.46","43.41099",".76712","1.15","1.13",".17323","266.497","735.34997","5393.08"
"Sysco","SYY","36754.73","3273.65405","2370.41601","1.11","4874.84619","4437.49804","5494.99804","8750.05371","10483.21972","10066.92968","0","1382.26","3.11","86.72499","6.51198","1.21",".69",".13381","1358.76794","2576.29809","68636.15"
"Suzuki Motor","SZKMY","16969.11","3931.45996","2494.06494","1.06","3802.21411","3288.08691","30.224","11183","18255.8496","4301.66406","0","20146.67968","139.78","14.42599",".16858","1.55","","","1636.63403","1649.73596","34357.45"
"AT&T","T","110023.11","21035","3014",".66","11466","3123","197341","56173","33108","128423","0","106457","15.15","53.31399","1.14196",".51",".53",".32967","-7861","36716","120741"
"TransAlta","TAC","2588.45","933.80902","473.05801","1.06","1222.25903","120.76399","550.747","2221.44995","2856.80908","2672.96997","724.58599","805.35302","3.58","60.728","2.67466","1.51","1.23",".68144","38.45999","473.01599","2289.12"
"Takeda Pharmaceutical Co.","TAK","50760.44","8947.99121","4031.4309",".63","5044.52783","7299.78222","67046.8125","18366.35937","17744.88085","29916.27929","0","47024.57031","14.86","38.88199",".63618",".97",".57",".29404","2345.92602","11352.96972","29811.39"
"Molson Coors","TAP","13797.91","1725.59997","188.1",".85","866.20001","792.90002","18092","3375.3999","2638","6165.20019","0","12915.20019","59.74","32.34999",".47818",".77",".55",".29001","-175.30001","2430.10009","12807.5"
"Tate & Lyle","TATYY","3934.04","229.455","92.875",".66","368.76599","432.95901","386.52099","1065.32397","3262.89599","898.69598","0","2212.59594","","","","","","","230.83799","246.632","2127.36"
"Texas Capital Bancshares","TCBI","2359.98","554.85498","509.57101","1.28","19753.02929","36.35699","1.496","24082.01953","24801.65039","931.44201","300","2755.35107","58.07","23.23299",".33529","1","1.03",".20813","332.47799","206.244","1493.77"
"Tencent","TCEHY","411610.41","34148.29296","26085.18945",".3","7646.30517","164.76499","26563.27929","62480.1914","75145.85937","43791.53125","0","135887.40625","","","","","","","27975.73046","28873.67968","82414.74"
"Tricon Residential Inc.","TCN","2272.09","1164.13403","1148.526","1.14","24.98399","0","36.819","991.13299","266.807","4971.04882","0","3797.0249","13.94","55.553","1.24987",".18",".27",".24398","808.94097","789.44299","645.59"
"Trip.com Group Limited","TCOM","21779.55","791","604",".53","795","0","10462","8879","8907","1911","0","16386","25.55","10.444",".11662","1","1",".91361","206","376","2907"
"Tingyi Cayman Islands","TCYMF","8823.96","1421.94201","934.98199","-.26","319.06298","724.07897","39.351","4622.87597","3978.34497","984.307","0","3473.31689","","","","","","","589.385","1076.34497","11482.75"
"The Toronto Dominion Bank","TD","106143.68","20290.78906","18918.96093",".88","676232.375","0","15504.15039","1143630","1106281","8770.07226","8735.89257","77786.42187","42.89","8.9159",".10838",".99",".97",".37603","13538.8496","13354.12011","48714.53"
"Teradata","TDC","4877.06","225","91",".92","364","8","390","1007","1028","552","0","258","2.28","70.886","2.43478","1.01","1.01",".65143","33","308","1795"
"Transdigm Group","TDG","43291.73","2454","2203","1.37","967","1332","11391","1426","5649","19369","0","-3766","-52.99","","-6.68822","2.96","3.03","2.34922","866","1249","5429"
"Teladoc Health","TDOC","4057.4","22.729","-13654.07032","1.07","210.554","56.34199","2909.95507","399.76901","1315.38793","1535.28796","0","2307.74511","14","40.136",".67044","3.37","3.15","2.62274","-13659.53028","17.26899","2406.84"
"Tidewater","TDW","2522.37","135.72099","14.88199","1.36","156.46499","30.82999","0","194.787","377.90798","169.03599","0","865.98999","17.17","16.246",".19397","1.84","1.78",".97857","-21.74901","131.74","647.68"
"Teledyne Technologies","TDY","18402.35","1329.59997","997.40002","1.08","1158.40002","890.70001","10313.5996","1523.40002","2817.8999","3620.5","0","8169.20019","177.82","29.63899",".4208","1.94","1.27",".50466","788.59997","1200","5458.6"
"Atlassian","TEAM","47101.71","-444.79001","-538.74799",".81","308.66799","0","833.50598","1594.05603","1899.25402","999.419","0","335.60299","2.27","62.59899","1.67371","1.31","1.19",".99782","-614.12403","528.25","2802.88"
"BioTechne Corp","TECH","13015.28","413.764","312.695","1.26","194.548","141.123","1353.62304","176.018","605.55603","243.41","0","1701.01098","12.02","16.374",".19579","4.04","2.64","1.53328","272.05099","424.58099","1105.6"
"Teck Resources","TECK","21196.58","6493.58691","5205.9458","1.07","1245.33496","2065.302","859.966","4510.58886","6378.97607","5039.0288","0","20392.25976","40.07","19.229",".23806","1.28",".96",".68025","2551.43603","5035.91796","13319.35"
"Telefonica","TEF","24198.25","6311.06396","6311.06396",".62","11955.20019","1628.86596","32122.16015","24338.16015","23799.76953","36938.16015","0","33407.55078","5.6","53.00899","1.12805",".89",".91",".41974","2118.79003","2240.13208","42143.95"
"TE Connectivity","TEL","39135.42","3584","2799","1.31","2865","2676","6546","4632","7268","3292","0","10802","34.97","26.738",".35535","1.69",".99",".37284","2428","3166","16281"
"Telenor","TELNY","14358.3","4725.24902","1779.39404",".5","1967.10498","162.75999","3865.20092","5554.39306","3359.80102","8881.2041","0","6720.75","4.8","56.92399","1.32146",".6",".58",".22143","4688.91699","4375.83886","10329.31"
"Tenable Holdings","TENB","4649.6","-44.09401","-66.28801","1.23","187.341","0","391.89599","584.15997","857.16699","361.97","0","270.86599","2.54","55.33","1.23864","1.52","1.47","1.14664","-92.22201","66.509","683.19"
"Teradyne","TER","15739.53","954.77899","844.104","1.53","491.14498","325.01901","456.673","746.263","2257.91503","0","0","2451.29394","15.7","0","0","3.36","2.59","1.93196","715.50097","823.57501","3155.04"
"Teva Pharmaceutical Industries","TEVA","8078.13","-1757","-3065","1.18","3696","3833","23903","11469","12051","19103","0","8691","7.69","69.54699","2.28379","1.1",".72",".39428","-2353","4119.88281","14925"
"Terex","TEX","3456.44","462.89999","415.70001","1.61","547.5","988.40002","301.79998","998.59997","1962","773.59997","0","1181.19995","19.09","37.444",".59856","1.99",".97",".42669","300","347.20001","4417.7"
"Truist Financial","TFC","42275.07","10211","8845","1.05","321614","1444","34443","436917","352565","43203","6673","53864","41.83","52.83499","1.25437",".87",".8",".06753","6260","8342","25356"
"","TFI","3736.93","","",".16","","","","","","","","","","","","","","","","",""
"TFI International","TFII","9418.51","1578.38098","1147.78796","1.54","1043.51403","24.18099","1592.10998","966.68103","1263.56298","1278.67004","0","2463.07006","29.18","33.41099",".50175","1.32","1.28",".20261","823.23199","1162.26098","8812.49"
"Triple Flag Precious Metals Corp.","TFPM","2192.05","111.747","61.28799","","9.60299","0","0","12.586","90.607","1.63999","0","1318.479","11.73","4.2992",".04492","6.18","7.2","6.43603","55.08599","112.30699","151.88"
"TFS Financial","TFSL","3358.34","184.08299","157.048",".47","14297.32031","9.661","7.94299","9005.15527","14676.5498","4793.22119","0","1844.33898","6.54","73.94","2.8373","1.65","1.63",".04103","74.565","101.59999","433.14"
"Teleflex","TFX","11287.42","734.82598","500.18301","1","408.83401","578.50701","4842.89501","581.492","1410.98303","1624.02294","0","4021.96801","87.52","27.377",".37697","2.48","1.43",".72854","363.139","852.55499","2791.04"
"TEGNA","TGNA","3645.46","1135.58605","1007.59002",".6","671.81097","0","5363.19287","391.02398","1303.708","3069.31591","0","3071.72192","14.1","49.492",".97426","3.7","3.33","1.616","630.46899","764.557","3279.25"
"Target","TGT","60279.69","6596","3896","1.03","0","13499","0","19500","17846","16009","0","11232","25.14","57.976","1.37957",".88",".22",".22292","2780","5495","109120"
"TG Therapeutics","TGTX","3861.89","-186.116","-188.144","2.09","0","0",".799","53.201","168.274","71.135","0","58.587",".18","77.86499","3.51777","2.93","3.16","3.16298","-198.33501","-196.30701","2.79"
"Tenet Healthcare","THC","7535.05","3108","2234","2.15","2943","405","11547","4476","5981","14934","0","2459","25.31","86.93","5.78875","1.39","1.25",".58824","411","1618","19174"
"The Hanover Insurance Group","THG","4030.99","196.5","178.1",".69","3620.3999","0","178.8","10037.0996","3925.3999","782.40002","0","2325.60009","66.88","24.67499",".32758",".37",".39",".03038","116","218.3","5468.6"
"Thk Co.","THKLY","2852.96","444.268","281.46899","1.14","749.33099","559.03002","163.54499","682.51898","2725.96289","861.51397","0","2729.1499","","","","","","","160.29899","160.29899","2977.06"
"Thor Industries","THO","4236.56","1846.86096","1551.08605","1.76","944.18103","1754.77294","2921.64306","1755.91601","3062.479","1754.23901","0","3600.65405","70.78","31.704",".46421","1.95",".74",".20702","1137.80395","1433.57897","16312.53"
"TreeHouse Foods","THS","2678.87","205.89999","62.09999",".42","158.8","589.5","2113.60009","827.79998","814.5","1394","0","1687","30.27","45.666",".84047","1.07",".27",".07997","-146.30001","209.89999","3454"
"Telecom Italia","TIAIY","5445.89","2660.79199","-2651.32691","1.22","5249.41503","333.634","0","19360.25","16646.2207","27728.31054","0","26074.33984","","","","","","","-10236.17969","-50.049","18443.41"
"Telecom Italia","TIIAY","5574.24","2660.79199","-2651.32691","1.08","5249.41503","333.634","0","19360.25","16646.2207","27728.31054","0","26074.33984","","","","","","","-10236.17969","-4625.9209","18442.16"
"TIM","TIMB","6807.29","2190.94995","868.526",".77","667.80297","45.736","3179.885","2540.958","2007.58703","2765.94189","0","4919.47021","10.03","36.125",".56556",".74",".77",".50927","323.625","1670.08203","4170.11"
"","TIP","21812.65","","",".19","","","","","","","","","","","","","","","","",""
"The TJX Companies","TJX","90628.95","5869","4642",".9","682","5819","97","10305","12456","2859","0","6364","5.59","30.812",".44534","1.2",".64",".57787","3498","4892.34619","49936"
"ThyssenKrupp","TKAMY","4594.28","4595.92285","3055.2749","1.96","5916.479","9637.4541","2029.62194","14514.19042","28548.07031","3065.03295","0","15983.28027","23.74","16.149",".19259","2.04","1.3",".89527","1230.56701","2772.68188","44617.85"
"Tokio Marine","TKOMY","140943.61","6357.68798","5007.76318","-.8","0","0","9634.94433","172054.09375","7590.08105","12255.7998","0","36246.35937","4.39","23.746",".31141",".04","","","2846.69189","2654.23193","50276.71"
"The Timken Company","TKR","5625.11","789.5","625.5","1.54","803.5","1191.30004","1863.59997","1012.40002","2504","1914.19995","0","2352.8999","33.65","44.819",".81221","2.76","1.3",".50296","407.39999","611.79998","4496.7"
"PT Telekomunikasi Indonesia","TLK","24947.18","2602","2602",".63","571","73","533","4511","3536","1756","0","9575","12.25","14.94299",".17567",".85",".77",".64109","1332","1452.70996","10311.42"
"TeliaSonera","TLSNY","9024.19","4723.9331","-933.224",".31","1507.906","289.17401","7615.43896","4235.63281","3736.36694","9370.40039","0","6706.39501","3.28","58.28499","1.39723",".88",".81",".45785","-1450.72498","-1451.724","9007.77"
"","TLT","38225.9","","",".06","","","","","","","","","","","","","","","","",""
"Tele2","TLTZY","5891.67","1249.60205","555.59899",".62","398.30599","89.665","5305.41699","1242.83898","1642.31103","2624.89892","0","3631.15698","1.58","56.00299","1.27287",".71","","","552.802","516.99902","2787.02"
"TransMedics Group","TMDX","2433.71","-28.96101","-32.439","1.45","27.611","20.60499","0","23.66099","252.294","58.69599","0","187.375","5.92","23.38699",".30526","9.14","9.79","8.62508","-36.231","-32.753","93.46"
"Tencent Music Entertainment Group","TME","12679.18","838.25299","665.87701",".81","396.76199","2.07999","3617.07299","1741.14599","3946.66699","822.65002","0","7300.27197","4.47","9.49139",".10486","2.35","2.27","2.03763","546.40197","860.37597","4109"
"Taylor Morrison Home","TMHC","4829.32","1428.77404","1392.67504","1.73","191.50399","5370.87597","663.19702","1172.10595","6553.31591","2483.86108","0","4646.85888","44.42","32.201",".47495","6.09","1.01",".84543","1052.80004","1122.68505","8224.92"
"Trend Micro","TMICY","7063.49","516.86297","322.93798",".52","487.38699","32.76399","187.048","1788.68701","2463.49194","0","0","1760.828","12.51","0","0","1.38","1.36","1.08646","229.791","363.20599","1713.6"
"TEMENOS GROUP","TMNSF","6285.27","","","1.19","","","","","","","","","","","","","","","","",""
"Thermo Fisher Scientific","TMO","200027.34","11942","8561",".79","8115","5634","58638","17010","25229","28909","0","44032","109.69","40.881",".6886","1.27","1.15",".67489","6950","12540","44915"
"TMobile US","TMUS","158649.78","20161","6510",".57","9568","1884","15742","24742","19067","72100","0","69656","55.71","52.749","1.11633",".79",".69",".30777","2590","16241","79571"
"Tenaga Nasional Berhad","TNABY","11844.15","4638.53417","2058.67504","-.05","2994.02587","477.074","105.786","6567.43798","6520.55322","17090.96679","0","14090.08984","","","","","","","788.23297","788.23297","11577.29"
"TriNet","TNET","5535.69","648","521","1.16","394","0","625","1988","2326","496","0","775","13.89","37.547",".60121","1.18","1.17",".97183","355","575","4885"
"Travel  Leisure Co.","TNL","3010.14","800","681","1.67","2530","1193","1162","1340","4613","5642","0","-904","-12.78","","-5.59385","3.33","2.55",".66417","357","499","3567"
"Tokyo Electron","TOELY","65094.75","5177.15185","4875.38378","1.47","3544.30493","3871.59912","184.167","3828.57104","11509.95019","0","0","11006.20019","10.9","","","2.76","","","3490.66503","3493.10009","16351.2"
"Topicus.com Inc.","TOITF","15200.21","261.746","119.569","","100.924","1.495","920.846","600.70098","326.39999","82.091","0","492.85699","2.33","14.27799",".16656",".54",".54",".37286","55.76499","197.95199","965.98"
"Toll Brothers","TOL","7745.79","1780.54199","1703.72595","1.39","747.22802","8733.32617","0","2256.87695","10827.30957","3329.40893","0","6021.83984","58.86","30.576",".44042","5.14",".93",".59673","1286.5","1253.97998","10275.56"
"Toast","TOST","11649.42","-209","-277","1.76","77","110","136","496","1407","0","0","1098","2.08","0","0","2.62","2.61","2.45967","-275","-207","2731"
"Toshiba","TOSYY","13968.7","2693.67211","1995.66394",".69","503.263","4358.91796","1298.03295","12375.95996","18574.10937","2603.76196","0","11202.16015","11.2","27.843",".38587","1.44","","","1595.5","2293.50805","27352.19"
"TPG Inc.","TPG","8427.3","-2.14001","-2.14001","1.44","0","0","0","3368.06005","1125.74694","444.566","0","3085.87109","9.71","12.90499",".14817",".28",".33",".33424","-56.23501","700.263","2002.89"
"Tri Pointe Homes","TPH","3094.04","820.00201","773.21197","1.45","169.449","0","156.60299","505.358","1059.11303","1378.05102","0","2836.531","28.64","32.48099",".48105","2.24","2.1","1.76046","576.05999","622.84997","4299.37"
"Texas Pacific Land","TPL","10347.9","584.23101","568.85498","1.85","103.983","0","0","24.02799","614.81701","0","0","772.88702","107.78","0","0","23.87","25.59","21.25994","446.36199","461.738","667.42"
"Tapestry","TPR","9608.02","1301","1105.69995","1.46","469.5","994.20001","2608.10009","1468.80004","2573.80004","1659.19995","0","2285.5","9.76","42.03799",".72528","1.94","1.08",".75578","856.29998","1131.80004","6684.5"
"Tempur Sealy International","TPX","6104.63","864.29998","680.20001","1.69","422.6","555","1778.09997","981.20001","1195.19995","2739.8999","0","-22.10001",".2","98.76599","79.79827","1.24",".65",".22176","455.70001","652","4921.2"
"Tootsie Roll Industries","TR","2646.68","121.33999","98.14099",".13","62.85499","84.26599","248.261","90.134","309.02801","0","0","782.88201","11.25","0","0","3.94","2.49","1.79629","75.93699","99.136","681.44"
"Trex","TREX","6054.92","291.13598","246.83799","1.49","98.05699","141.35499","18.582","290.59899","286.84201","0","0","518.34899","5.15","0","0","1.03",".5",".16321","184.626","245.22099","1106.04"
"Targa Resources","TRGP","16024.76","3215.80004","2109.30004","2.29","1408.40002","393.79998","2734.60009","3066.69995","2356.60009","10702.0996","0","4982.20019","19.52","72.166","2.59272",".66",".64",".18078","1142.30004","2302","20929.8"
"Thomson Reuters","TRI","58207.5","3002","2278",".59","1069","0","10023","4891","2811","3114","0","11885","26.5","19.981",".24969",".91",".57",".35616","1338","1963","6627"
"TripAdvisor","TRIP","2296.31","208","111","1.37","205","0","873","533","1270","894","0","861","5.73","52.499","1.10519","1.89","2.38","1.99812","20","206","1492"
"Trimble","TRMB","12020.67","812","640.20001","1.57","643.29998","402.5","4636","1462.09997","1518.19995","1220","0","4050.19995","17.14","29.62299",".42092","1.51",".76",".32309","449.70001","832.09997","3676.3"
"TORM","TRMD","2074.18","744.479","605.45599",".44","333.505","72.03299","3.776","206.388","739.71197","849.81799","0","1503.67395","20.33","35.54199",".55139","3.31","3.24","1.61915","562.75402","687.57702","1443.35"
"Terreno Realty","TRNO","5121.21","272.72698","221.86399",".83","0","0","0","49.692","26.39299","798.27197","0","2229.85107","31.41","23.547",".30798",".21",".53",".53113","198.014","248.87699","276.21"
"T. Rowe Price","TROW","24768.04","2594","1948.19995","1.3","748.70001","0","3272.60009","680.70001","2504.30004","0","0","9030.20019","41.14","8.2798","0","3.46","3.68","2.5791","1557.90002","2510.60009","6488.4"
"TC Energy","TRP","41961.26","5035.18408","3047.57104",".85","2787.58105","719.971","9878.83593","13004.86035","5639.77392","38567.6914","1922.23095","24319.79882","23.34","61.986","1.75681",".74",".38",".16395","575.36199","5361.29296","11520.2"
"Triton","TRTN","4575.1","1701.05395","1043.81994","1.35","226.554","0","243.285","496.815","2052.69409","8074.81982","730","2474.36303","44.09","71.46199","3.25707","3.97","4.13","3.67569","746.92199","1412.19201","1679.69"
"TransUnion","TRU","14130.65","1137.09997","618.09997","1.37","602.20001","0","9226.90039","905.5","1450.19995","5555.5","0","4269.3999","22.42","55.74","1.25937","1.57","1.6",".93649","269.5","1219.09997","3709.9"
"Terumo","TRUMY","23731.44","1569.46203","1045.41198",".53","1217.30603","1766.96997","4581.729","1581.71704","4972.54589","2001.38696","0","9009.58593","","","","","","","661.14599","661.14599","6070.85"
"The Travelers Companies","TRV","40275.38","10046","3705",".61","22238","0","4239","80904","26507","7292","0","21560","99.8","24.031",".31632",".33",".33",".05276","2842","9339","36884"
"Toray Industries","TRYIY","8973.15","2197.73901","1126.45495",".69","5134.11621","4176.91308","1502.63195","6595.354","12221.7998","5746.3999","0","13346.87988","","","","","","","749.69201","1821.64904","19851.68"
"Tenaris","TS","15724.75","3773.65991","3165.93701","1.45","2677.75097","3986.92895","1332.50805","2788.42309","8468.5957","46.43299","0","14034.44042","25.74",".37202",".00373","3.48","1.61",".64693","2553.28002","3161.00292","11762.53"
"Tesco","TSCDY","23754.37","5900.62402","3544.21508",".86","1732.33105","3208.17211","7351.77587","22136.25","16718.42968","9154.05859","0","21457.31054","","","","","","","904.48297","1995.93395","79839.78"
"Tractor Supply Co.","TSCO","22740.91","1778.005","1434.94299",".82","0","2709.59692","253.26199","2376.21191","3157.7749","1198.70703","0","2042.41601","17.47","46.068",".85419","1.47",".19",".18861","1088.71203","1431.77404","14204.72"
"Tower Semiconductor","TSEM","4229.33","597.37799","304.73999",".89","152.93499","302.108","14.031","387.388","1495.17395","210.069","0","1888.54101","18.08","9.25039",".10193","4.19","3.08","2.68498","264.569","570.39099","1677.61"
"Tsingtao Brewery Co.","TSGTY","11879.34","","",".36","","","","","","","","","","","","","","","319.02899","319.02899","4023.1"
"Tesla","TSLA","689715.81","17657","13910","2","2952","12839","409","26709","40917","1597","0","45489","15.41","3.3243",".02605","1.57","1.05",".94073","12583","17863","81462"
"Taiwan Semiconductor","TSM","508494.78","51841.10156","37612.19921","1.1","53.79999","7196.5","846.09997","32104.30078","66804.29687","28273.90039","0","94950.60156","19.62","22.243",".28606","2.29","1.86","1.85501","32311.19921","48300.89843","75881"
"Tyson Foods","TSN","17961.89","5750","4514",".76","2577","5514","16765","5313","9630","7862","0","19811","55","28.68",".40213","1.66",".77",".28966","3238","4405.02978","53282"
"TravelSky Technology","TSYHY","5697.3","232.891","87.777",".22","740.13299","9.519","295.72198","739.73297","2423.98803","0","0","2980.66308","","","","","","","85.452","230.56599","848.81"
"Trane Technologies","TT","39318.42","2719.19995","2395.60009",".99","2780.10009","1993.80004","8767.70019","5686.7998","6379.20019","3788.30004","0","6105.20019","26.55","42.53799",".74026","1.26",".77",".28228","1756.5","2052.10009","15991.7"
"Toro","TTC","10533.79","697.09301","588.28399",".72","332.71301","1051.109","1169.12902","1063.61303","1675.35095","990.768","0","1351.70104","13.8","43.03499",".75546","1.78",".59",".27409","443.34201","553.02502","4514.66"
"The Trade Desk","TTD","36844.59","169.03999","114.61499","1.75","2347.19506","0","0","2029.32299","3845.61694","0","0","2115.33911","3.98","0","0","1.9","1.9",".73838","53.38499","576.45697","1577.8"
"TDK","TTDKY","15408.98","3341.8291","1958.69799","1","4299.91015","3585.22192","1483.12304","8495.76953","12593.71972","3784.76196","0","11016.42968","28.74","22.624",".29239","1.51","","","845.21197","845.21197","16142.41"
"TotalEnergies","TTE","144771.78","59352","45672",".8","24378","22936","31931","109778","125724","45264","0","114570","47.72","26.596",".36232","1.14",".94",".71425","20526","49877","280999"
"Tetra Tech","TTEK","8147.05","415.39001","362.13",".96","765.31701","0","1139.57495","916.01702","1158.21594","246.25","0","1183.13696","25.47","43.99599",".78559","1.25","1.26",".42892","263.125","296.88598","3504.05"
"Techtronic Industries Co.","TTNDY","17254.44","1739.625","1226.76501","1.45","1687.70703","5084.95117","1722.68701","6222.31494","8537.10742","1198.00195","0","5205.48095","14.19","18.70899",".23014","1.37",".55",".28356","1077.15002","1590.01","13253.92"
"TakeTwo Interactive Software","TTWO","23151.29","541.29998","-1338.09998",".68","763.20001","0","11220.2998","3851.60009","2508.10009","1733","0","9042.5","53.61","16.083",".19165",".65",".65",".45303","-1124.69996","2481.29589","5349.9"
"TELUS","TU","27576","4927.49414","2272.21606",".75","2646.04809","413.05999","21804.50976","6369.74511","4685.96582","17303.91992","0","13582.53027","9.15","57.43","1.34905",".75",".67",".2554","1242.25805","3916.75488","14162.38"
"Grupo Televisa","TV","2813.2","1032.96496","-40.184","1.42","1167.39794","71.97899","2094.67504","1708.23498","4054.36791","5528.45312","0","7163.25585","13.64","4.4489",".04656","2.38","2.33","1.64789","2222.19506","437.828","3757.15"
"Tradeweb Markets","TW","16243.94","616.01202","437.13299",".97","154.30799","0","3853.0769","238.897","1436.44299","0","0","5546.31591","23.86","0","0","8.39","6.01","5.36689","309.33801","628.95898","1188.78"
"Turing Holding","TWKS","2373.02","-17.661","-52.107",".9","324.194","0","678.01702","179.57","556.69","391.85598","0","778.22198","2.49","26.97699",".36942","2.66","3.1","1.29473","-105.393","174.35699","1296.24"
