Ticker,Name,Website,DNBExchange,DNBTicker,NaicsSector,NaicsIndustry,KeyPrincipal
KMB,KIMBERLYCLARK OF SOUTH AFRICA (PTY) LTD,www.kimberly-clark.com,,,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
KMI,Kinder Morgan Inc,www.kindermorgan.com,NYSE,KMI,Transportation and Warehousing,Pipeline Transportation of Natural Gas,
KMPR,Kemper Corporation,www.kemper.com,NYSE,KMPR,Finance and Insurance,Nondepository Credit Intermediation,
KMT,Kennametal Inc.,www.kennametal.com,NYSE,KMT,Machinery Manufacturing,Metalworking Machinery Manufacturing,
KMX,"Carmax, Inc.",www.carmax.com,NYSE,KMX,Finance and Insurance,Nondepository Credit Intermediation,
KNF,Knife River Corporation,,,,"Mining, Quarrying, and Oil and Gas Extraction",Nonmetallic Mineral Mining and Quarrying,
KNSL,"Kinsale Capital Group, Inc.",www.kinsalecapitalgroup.com,NYSE,KNSL,Finance and Insurance,Insurance Carriers,
KNTK,Kinetik Holdings Inc.,www.kinetik.com,,,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
KNX,Knight-Swift Transportation Holdings Inc.,www.knight-swift.com,NYSE,KNX,Transportation and Warehousing,Support Activities for Road Transportation,
KO,The Coca-Cola Company,www.coca-colacompany.com,NYSE,KO,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,
KOS,Kosmos Energy Ltd,www.kosmosenergy.com,,,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
KR,The Kroger Co,www.thekrogerco.com,NYSE,KR,Retail Trade,Health and Personal Care Retailers,
KRC,Kilroy Realty Corporation,www.kilroyrealty.com,NYSE,KRC,Real Estate and Rental and Leasing,Lessors of Real Estate,
KRG,Kite Realty Group Trust,www.kiterealty.com,NYSE,KRG,Real Estate and Rental and Leasing,Lessors of Real Estate,
KRTX,"Karuna Therapeutics, Inc.",www.karunatx.com,NASDAQ,KRTX,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
KRYS,"Krystal Biotech, Inc.",www.krystalbio.com,NASDAQ,KRYS,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
KSS,Kohl's Corporation,corporate.kohls.com,NYSE,KSS,Retail Trade,Other Miscellaneous Retailers,
KT,KT Corporation,www.kt.com,Korea,030200,Information,Wired and Wireless Telecommunications (except Satellite),
KTB,"Kontoor Brands, Inc.",www.kontoorbrands.com,NYSE,KTB,Retail Trade,Clothing and Clothing Accessories Retailers,
KTOS,"Kratos Defense &amp; Security Solutions, Inc.",www.kratosdefense.com,NASDAQ,KTOS,Administrative and Support and Waste Management and Remediation Services,Facilities Support Services,
KVUE,Kenvue Inc.,,,,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
KW,"Kennedy-Wilson Holdings, Inc.",www.kennedywilson.com,NYSE,KW,Finance and Insurance,Other Financial Investment Activities,
KWR,Quaker Chemical Corporation,home.quakerhoughton.com,NYSE,KWR,Chemical Manufacturing,"Paint, Coating, and Adhesive Manufacturing",
L,Loews Corporation,www.loews.com,NYSE,L,Accommodation and Food Services,Traveler Accommodation,
LAC,Lithium Americas Corp,www.lithiumamericas.com,,,"Mining, Quarrying, and Oil and Gas Extraction",Nonmetallic Mineral Mining and Quarrying,
LAD,"Lithia Motors, Inc.",www.lithia.com,NYSE,LAD,Other Services (except Public Administration),Automotive Repair and Maintenance,
LAMR,Lamar Advertising Company,www.lamar.com,NASDAQ,LAMR,"Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",
LANC,Lancaster Colony Corporation,www.lancastercolony.com,NASDAQ,LANC,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,
LAUR,"Laureate Education, Inc.",www.laureate.net,NASDAQ,LAUR,Educational Services,Educational Support Services,
LAZ,Lazard Group LLC,www.lazard.com,,,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
LAZR,"Luminar Technologies, Inc.",www.luminartech.com,NASDAQ,LAZR,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
LBRDA,Liberty Broadband Corporation,www.libertybroadband.com,NASDAQ,LBRDA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
LBRDK,Liberty Broadband Corporation,www.libertybroadband.com,NASDAQ,LBRDA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
LBRT,Liberty Energy Inc.,www.libertyenergy.com,NYSE,LBRT,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
LBTYA,"Liberty Global, Inc.",www.libertyglobal.com,,,Information,Wired and Wireless Telecommunications (except Satellite),
LBTYB,"Liberty Global, Inc.",www.libertyglobal.com,,,Information,Wired and Wireless Telecommunications (except Satellite),
LBTYK,"Liberty Global, Inc.",www.libertyglobal.com,,,Information,Wired and Wireless Telecommunications (except Satellite),
LCID,"Lucid Group, Inc.",www.lucidmotors.com,NASDAQ,LCID,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing,
LCII,LCI Industries,www.lci1.com,NYSE,LCII,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,
LDOS,"Leidos Holdings, Inc.",www.leidos.com,NYSE,LDOS,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
LEA,Lear Corporation,www.lear.com,NYSE,LEA,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
LECO,"Lincoln Electric Holdings, Inc.",www.lincolnelectric.com,NASDAQ,LECO,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
LEG,"Leggett &amp; Platt, Incorporated",www.leggett.com,NYSE,LEG,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,
LEGN,Legend Biotech USA Inc.,www.legendbiotech.com,,,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
LEN,Lennar Corporation,www.lennar.com,NYSE,LEN,Finance and Insurance,Activities Related to Credit Intermediation,
LEN.B,Lennar Corporation,www.lennar.com,NYSE,LEN,Finance and Insurance,Activities Related to Credit Intermediation,
LEVI,Levi Strauss &amp; Co.,www.levistrauss.com,NYSE,LEVI,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,
LFST,"Lifestance Health Group, Inc.",www.lifestance.com,NASDAQ,LFST,Health Care and Social Assistance,Outpatient Care Centers,
LFUS,"Littelfuse, Inc.",www.littelfuse.com,NASDAQ,LFUS,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LGIH,"Lgi Homes, Inc.",www.lgihomes.com,NASDAQ,LGIH,Construction,Residential Building Construction,
LH,Laboratory Corporation of America Holdings,www.labcorp.com,NYSE,LH,Health Care and Social Assistance,Medical and Diagnostic Laboratories,
LHX,"L3harris Technologies, Inc.",www.l3harris.com,NYSE,LHX,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LI,LI AUTO INC.,ir.lixiang.com,,,Wholesale Trade,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,
LII,Lennox International Inc.,www.lennoxinternational.com,NYSE,LII,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing,
LITE,Lumentum Holdings Inc.,www.lumentum.com,NASDAQ,LITE,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LIVN,LIVANOVA PLC,www.livanova.com,NASDAQ,LIVN,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
LKQ,Lkq Corporation,www.lkqcorp.com,NASDAQ,LKQ,Wholesale Trade,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,
LLY,Eli Lilly and Company,www.lilly.com,NYSE,LLY,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
LMT,Lockheed Martin Corporation,www.lockheedmartin.com,NYSE,LMT,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
LNC,Lincoln National Corporation,www.lincolnfinancial.com,NYSE,LNC,Finance and Insurance,Other Investment Pools and Funds,
LNG,"Cheniere Energy, Inc.",www.cheniere.com,NYSE MKT,LNG,Transportation and Warehousing,Pipeline Transportation of Natural Gas,
LNT,Alliant Energy Corporation,www.alliantenergy.com,NASDAQ,LNT,Utilities,Natural Gas Distribution,
LNTH,"Lantheus Holdings, Inc.",www.lantheus.com,NASDAQ,LNTH,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
LNW,"Light &amp; Wonder, Inc.",www.lnw.com,NASDAQ,LNW,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
LOGI,Logitech international S.A.,www.logitech.com,,,Finance and Insurance,Nondepository Credit Intermediation,
LOPE,"Grand Canyon Education, Inc.",www.gce.com,NASDAQ,LOPE,Educational Services,"Colleges, Universities, and Professional Schools",
LOW,"Lowe's Companies, Inc.",www.lowes.com,NYSE,LOW,Wholesale Trade,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,
LPL,"LG Display Co., Ltd.",www.lgdisplay.com,Korea,034220,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LPLA,Lpl Financial Holdings Inc.,www.lpl.com,NASDAQ,LPLA,Finance and Insurance,Other Financial Investment Activities,
LRCX,Lam Research Corporation,www.lamresearch.com,NASDAQ,LRCX,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LSCC,Lattice Semiconductor Corp,www.latticesemi.com,NASDAQ,LSCC,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
LSPD,Lightspeed Commerce Inc,www.lightspeedhq.com,Toronto,LSPD,Wholesale Trade,Professional and Commercial Equipment and Supplies Merchant Wholesalers,
LSTR,"Landstar System, Inc.",www.landstar.com,NASDAQ,LSTR,Transportation and Warehousing,Warehousing and Storage,
LSXMA,Liberty Media Corporation,www.libertymedia.com,NASDAQ,BATRA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
LSXMB,Liberty Media Corporation,www.libertymedia.com,NASDAQ,BATRA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
LSXMK,Liberty Media Corporation,www.libertymedia.com,NASDAQ,BATRA,Information,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",
LTH,"Life Time Group Holdings, Inc.",,NYSE,LTH,"Arts, Entertainment, and Recreation",Other Amusement and Recreation Industries,
LTHM,Livent Corporation,www.livent.com,NYSE,LTHM,Chemical Manufacturing,Basic Chemical Manufacturing,
LTRPB,"Liberty Tripadvisor Holdings, Inc.",www.libertytripadvisorholdings.com,NASDAQ,LTRPA,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
LULU,Lululemon Athletica Canada Inc,shop.lululemon.com,NASDAQ,LULU,Retail Trade,Clothing and Clothing Accessories Retailers,
LUV,Southwest Airlines Co.,www.southwest.com,NYSE,LUV,Transportation and Warehousing,Scheduled Air Transportation,
LVS,Las Vegas Sands Corp.,www.sands.com,NYSE,LVS,Accommodation and Food Services,Traveler Accommodation,
LVWR,"Livewire Group, Inc.",,NYSE,LVWR,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing,
LW,Lamb Weston Holdings Inc,www.lambweston.com,NYSE,LW,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,
LXP,Lxp Industrial Trust,www.lxp.com,NYSE,LXP,Real Estate and Rental and Leasing,Lessors of Real Estate,
LYB,LyondellBasell Industries Holdings B.V.,www.lyondellbasell.com,,,Wholesale Trade,Lumber and Other Construction Materials Merchant Wholesalers,
LYFT,"Lyft, Inc.",www.lyft.com,NASDAQ,LYFT,Transportation and Warehousing,Taxi and Limousine Service,
LYV,"Live Nation Entertainment, Inc.",www.livenation.com,NYSE,LYV,"Arts, Entertainment, and Recreation","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",
LZ,"Legalzoom.com, Inc.",www.legalzoom.com,,,"Professional, Scientific, and Technical Services",Legal Services,
M,"Macy's, Inc.",www.macysinc.com,NYSE,M,Retail Trade,Department Stores,
MA,Mastercard Incorporated,www.mastercard.us,NYSE,MA,Finance and Insurance,Activities Related to Credit Intermediation,
MAA,"Mid-America Apartment Communities, Inc.",www.maac.com,NYSE,MAA,Real Estate and Rental and Leasing,Lessors of Real Estate,
MAC,The Macerich Company Mike Potter MA,www.macerich.com,,,Construction,Land Subdivision,
MAIN,Main Street Capital Corp,www.mainstcapital.com,NYSE,MAIN,Finance and Insurance,Other Financial Investment Activities,
MAN,MANPOWERGROUP SERVICES INDIA PRIVATE LIMITED,www.manpowergroup.com,,,Health Care and Social Assistance,Vocational Rehabilitation Services,
MANH,"Manhattan Associates, Inc.",www.manh.com,NASDAQ,MANH,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
MANU,MANCHESTER UNITED FOOTBALL CLUB LIMITED,www.manutd.com,,,"Arts, Entertainment, and Recreation",Other Amusement and Recreation Industries,
MAR,"Marriott International, Inc.",www.marriott.com,NASDAQ,MAR,Real Estate and Rental and Leasing,Activities Related to Real Estate,
MARA,"Marathon Digital Holdings, Inc.",www.marathondh.com,NASDAQ,MARA,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
MAS,Masco Corporation,www.masco.com,NYSE,MAS,Furniture and Related Product Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,
MASI,Masimo Corporation,www.masimo.com,NASDAQ,MASI,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
MAT,"Mattel, Inc.",about.mattel.com,NASDAQ,MAT,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,
MATX,"Matson, Inc.",www.matson.com,NYSE,MATX,Transportation and Warehousing,Support Activities for Water Transportation,
MBLY,MOBILEYE VISION TECHNOLOGIES LTD,www.mobileye.com,,,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
MC,Moelis &amp; Company,www.moelis.com,NYSE,MC,Finance and Insurance,Other Financial Investment Activities,
MCD,McDonald's Corporation,www.mcdonalds.com,NYSE,MCD,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
MCHP,Microchip Technology Inc,www.microchip.com,NASDAQ,MCHP,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
MCK,McKesson Corporation,www.mckesson.com,NYSE,MCK,Information,Software Publishers,
MCO,Moody's Corporation,www.moodys.com,NYSE,MCO,Finance and Insurance,Other Financial Investment Activities,
MCW,"Mister Car Wash, Inc.",www.mistercarwash.com,,,Other Services (except Public Administration),Automotive Repair and Maintenance,
MDB,"Mongodb, Inc.",www.mongodb.com,NASDAQ,MDB,Information,Software Publishers,
MDC,"M.D.C. Holdings, Inc.",www.richmondamerican.com,NYSE,MDC,Finance and Insurance,Activities Related to Credit Intermediation,
MDGL,"Madrigal Pharmaceuticals, Inc.",www.madrigalpharma.com,NASDAQ,MDGL,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
MDLZ,"Mondelez International, Inc.",www.mondelezinternational.com,NASDAQ,MDLZ,Food Manufacturing,Grain and Oilseed Milling,
MDT,MEDTRONIC PUBLIC LIMITED COMPANY,www.medtronic.com,NYSE,MDT,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
MDU,"MDU Resources Group, Inc.",www.mdu.com,NYSE,MDU,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,
MEDP,"Medpace Holdings, Inc.",investor.medpace.com,NASDAQ,MEDP,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
MELI,"Mercadolibre, S. de R.L. de C.V.",www.mercadolibre.com.mx,,,"Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",
MEOH,Methanex Corporation,www.methanex.com,Toronto,MX,Wholesale Trade,Chemical and Allied Products Merchant Wholesalers,
MET,"Metlife, Inc.",www.metlife.com,NYSE,MET,Finance and Insurance,Insurance Carriers,
META,"Meta Platforms, Inc.",www.facebook.com,NASDAQ,META,Information,"Web Search Portals, Libraries, Archives, and Other Information Services",
MFC,Manulife Financial Corporation,www.manulife.com,Toronto,MFC,Finance and Insurance,Other Investment Pools and Funds,
MFG,"MIZUHO FINANCIAL GROUP, INC.",https://www.mizuho-fg.co.jp/,Tokyo,8411,Finance and Insurance,Other Investment Pools and Funds,
MGA,Magna International Inc,www.magna.com,Toronto,MG,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
MGEE,"Mge Energy, Inc.",www.mgeenergy.com,NASDAQ,MGEE,Utilities,Natural Gas Distribution,
MGM,MGM Resorts International,www.mgmresorts.com,NYSE,MGM,Accommodation and Food Services,Traveler Accommodation,
MGNI,"Magnite, Inc.",www.magnite.com,NASDAQ,MGNI,"Professional, Scientific, and Technical Services","Advertising, Public Relations, and Related Services",
MGPI,"Mgp Ingredients, Inc.",www.mgpingredients.com,NASDAQ,MGPI,Food Manufacturing,Grain and Oilseed Milling,
MGRC,McGrath Rentcorp,www.mgrc.com,NASDAQ,MGRC,Real Estate and Rental and Leasing,Consumer Goods Rental,
MGY,Magnolia Oil &amp; Gas Corporation,www.magnoliaoilgas.com,NYSE,MGY,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
MHK,"Mohawk Industries, Inc.",www.mohawkind.com,NYSE,MHK,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,
MHO,MI Homes of Houston LLC,www.mihomes.com,,,Construction,Nonresidential Building Construction,
MIDD,The Middleby Corporation,www.middleby.com,NASDAQ,MIDD,Machinery Manufacturing,Industrial Machinery Manufacturing,
MKC,McCormick &amp; Company Incorporated,www.mccormick.com,NYSE,MKC,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,
MKC.V,McCormick &amp; Company Incorporated,www.mccormick.com,NYSE,MKC,Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,
MKL,"Markel Insurance Group, LLC",www.markel.com,,,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
MKSI,"Mks Instruments, Inc.",www.mks.com,NASDAQ,MKSI,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,
MKTX,Marketaxess Holdings Inc.,www.marketaxess.com,NASDAQ,MKTX,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
MLCO,Melco Resorts &amp; Entertainment Limited,www.melco-resorts.com,,,Accommodation and Food Services,Traveler Accommodation,
MLI,"Mueller Industries, Inc.",www.muellerindustries.com,NYSE,MLI,Fabricated Metal Product Manufacturing,Forging and Stamping,
MLM,Martin Marietta Materials Inc,www.martinmarietta.com,NYSE,MLM,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,
MLTX,MoonLake Immunotherapeutics AG,www.moonlaketx.com,NASDAQ,MLTX,Wholesale Trade,Drugs and Druggists' Sundries Merchant Wholesalers,
MMC,"Marsh &amp; McLennan Companies, Inc.",www.marshmclennan.com,NYSE,MMC,Finance and Insurance,Other Financial Investment Activities,
MMM,3M Company,www.3m.com,NYSE,MMM,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",
MMP,"Magellan Midstream Partners, LP",www.magellanlp.com,NYSE,MMP,Transportation and Warehousing,Other Pipeline Transportation,
MMS,"Maximus, Inc.",www.maximus.com,NYSE,MMS,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
MMSI,"Merit Medical Systems, Inc.",www.merit.com,NASDAQ,MMSI,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
MMYT,MAKEMYTRIP LIMITED,www.makemytrip.com,,,Administrative and Support and Waste Management and Remediation Services,Travel Arrangement and Reservation Services,
MNDY,MONDAY.COM LTD,www.monday.com,,,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
MNSO,Miniso Group Holding Ltd,www.miniso.com,,,Wholesale Trade,Miscellaneous Nondurable Goods Merchant Wholesalers,
MNST,Monster Beverage Corporation,www.monsterbevcorp.com,NASDAQ,MNST,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
MO,"Altria Group, Inc.",www.altria.com,NYSE,MO,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
MOD,Modine Manufacturing Company Inc,www.modine.com,NYSE,MOD,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",
MODG,Topgolf Callaway Brands Corp.,www.callawaygolf.com,NYSE,MODG,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
MOG.A,Moog Inc.,www.moog.com,NYSE,MOG.A,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
MOG.B,Moog Inc.,www.moog.com,NYSE,MOG.A,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
MOH,"Molina Healthcare, Inc.",www.molinahealthcare.com,NYSE,MOH,Finance and Insurance,Insurance Carriers,
MORF,"Morphic Holding, Inc.",www.morphictx.com,NASDAQ,MORF,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
MORN,"Morningstar, Inc.",www.morningstar.com,NASDAQ,MORN,Information,"Web Search Portals, Libraries, Archives, and Other Information Services",
MOS,The Mosaic Company,www.mosaicco.com,NYSE,MOS,Chemical Manufacturing,Basic Chemical Manufacturing,
MP,Mp Materials Corp.,www.mpmaterials.com,NYSE,MP,"Mining, Quarrying, and Oil and Gas Extraction",Metal Ore Mining,
MPC,Marathon Petroleum Corporation,www.stellar.bank,NYSE,MPC,Wholesale Trade,Petroleum and Petroleum Products Merchant Wholesalers,
MPLX,Mplx LP,,NYSE,MPLX,Transportation and Warehousing,Other Pipeline Transportation,
MPW,"Medical Properties Trust, Inc.",www.medicalpropertiestrust.com,NYSE,MPW,Real Estate and Rental and Leasing,Lessors of Real Estate,
MPWR,"Monolithic Power Systems, Inc.",www.monolithicpower.com,NASDAQ,MPWR,"Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",
MQ,"Marqeta, Inc.",www.marqeta.com,NASDAQ,MQ,Information,Software Publishers,
MRCY,"Mercury Systems, Inc.",www.mrcy.com,NASDAQ,MRCY,Information,Software Publishers,
MRK,"Merck &amp; Co., Inc.",www.merck.com,NYSE,MRK,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
MRNA,"Moderna, Inc.",www.modernatx.com,NASDAQ,MRNA,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
MRO,Marathon Oil Corporation,www.marathonoil.com,NYSE,MRO,Retail Trade,Gasoline Stations,
MRVI,"Maravai Lifesciences Holdings, Inc.",www.maravai.com,,,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
MRVL,"Marvell Technology, Inc.",www.marvell.com,,,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
MS,Morgan Stanley,www.morganstanley.com,NYSE,MS,Finance and Insurance,Other Financial Investment Activities,
MSA,MSA Safety Incorporated,www.msasafety.com,NYSE,MSA,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
MSCI,Msci Inc.,www.msci.com,NYSE,MSCI,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
MSFT,Microsoft Corporation,www.microsoft.com,NASDAQ,MSFT,Information,"Web Search Portals, Libraries, Archives, and Other Information Services",
MSGS,Madison Square Garden Sports Corp.,www.msg.com,NYSE,MSGS,"Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events",
MSI,"Motorola Solutions, Inc.",www.motorolasolutions.com,NYSE,MSI,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing,
MSM,"MSC Industrial Direct Co., Inc.",www.mscdirect.com,NYSE,MSM,Wholesale Trade,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",
MSTR,Microstrategy Incorporated,www.microstrategy.com,NASDAQ,MSTR,Information,Software Publishers,
MT,ArcelorMittal,corporate.arcelormittal.com,Euronext Amsterdam,MT,Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,
MTB,M&amp;T Bank Corporation,www.mtb.com,NYSE,MTB,Finance and Insurance,Depository Credit Intermediation,
MTCH,"Match Group, Inc.",www.mtch.com,NASDAQ,MTCH,Other Services (except Public Administration),Other Personal Services,
MTD,Mettler-Toledo International Inc.,www.mt.com,NYSE,MTD,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
MTDR,Matador Resources Company,www.matadorresources.com,NYSE,MTDR,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,
MTG,Mgic Investment Corporation,www.mgic.com,NYSE,MTG,Finance and Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",
MTH,Meritage Homes Corporation,www.meritagehomes.com,NYSE,MTH,Construction,Residential Building Construction,
MTN,"Vail Resorts, Inc.",www.vailresorts.com,NYSE,MTN,Construction,Land Subdivision,
MTRN,Materion Corporation,www.materion.com,NYSE,MTRN,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
MTSI,"Macom Technology Solutions Holdings, Inc.",www.macom.com,NASDAQ,MTSI,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
MTZ,"Mastec, Inc.",www.mastec.com,NYSE,MTZ,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
MU,"Micron Technology, Inc.",www.micron.com,NASDAQ,MU,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
MUR,Murphy Oil Corporation,www.murphyoilcorp.com,NYSE,MUR,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,
MUSA,Murphy USA Inc.,www.murphyusa.com,NYSE,MUSA,Retail Trade,Gasoline Stations,
MWA,"Mueller Water Products, Inc.",www.muellerwaterproducts.com,NYSE,MWA,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
MYRG,Myr Group Inc.,www.myrgroup.com,NASDAQ,MYRG,Construction,Building Equipment Contractors,
NABL,"N-Able, Inc.",,NYSE,NABL,Information,Software Publishers,
NARI,"Inari Medical, Inc.",www.inarimedical.com,NASDAQ,NARI,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
NATI,National Instruments Corporation,www.ni.com,NASDAQ,NATI,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing,
NAVI,Navient Corporation,www.navient.com,NASDAQ,NAVI,Finance and Insurance,Activities Related to Credit Intermediation,
NBIX,"Neurocrine Biosciences, Inc.",www.neurocrine.com,NASDAQ,NBIX,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
NCLH,Norwegian Cruise Line Holdings Ltd.,www.ncl.com,NYSE,NCLH,Transportation and Warehousing,"Deep Sea, Coastal, and Great Lakes Water Transportation",
NCNO,"Ncino Opco, Inc.",www.ncino.com,NASDAQ,NCNO,Information,Software Publishers,
NCR,NCR Corporation,www.ncr.com,NYSE,NCR,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
NDAQ,"Nasdaq, Inc.",www.nasdaq.com,NASDAQ,NDAQ,"Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services",
NDSN,Nordson Corporation,www.nordson.com,NASDAQ,NDSN,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
NE,NOBLE CORPORATION PLC,www.noblecorp.com,,,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
NEE,"Nextera Energy, Inc.",www.nexteraenergy.com,NYSE,NEE,Utilities,"Electric Power Generation, Transmission and Distribution",
