Ticker,Name,Website,DNBExchange,DNBTicker,NaicsSector,NaicsIndustry,KeyPrincipal
SYNH,"Syneos Health, Inc.",www.syneoshealth.com,NASDAQ,SYNH,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
SYY,Sysco Corporation,www.sysco.com,NYSE,SYY,Wholesale Trade,"Apparel, Piece Goods, and Notions Merchant Wholesalers",
T,AT&amp;T Inc.,www.att.com,NYSE,T,Information,Wired and Wireless Telecommunications (except Satellite),
TAC,TransAlta Corporation,www.transalta.com,Toronto,TA,Utilities,Natural Gas Distribution,
TAK,"Takeda Pharmaceutical (China) Co., Ltd.",www.takeda.com.cn,,,Wholesale Trade,Professional and Commercial Equipment and Supplies Merchant Wholesalers,
TAL,TAL EDUCATION GROUP,,,,Educational Services,Other Schools and Instruction,
TAP,Molson Coors Beverage Company,www.molsoncoors.com,NYSE,TAP,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,
TBBK,The Bancorp Inc,www.thebancorp.com,NASDAQ,TBBK,Finance and Insurance,Depository Credit Intermediation,
TCBI,"Texas Capital Bancshares, Inc.",www.texascapitalbank.com,NASDAQ,TCBI,Finance and Insurance,Depository Credit Intermediation,
TCN,Tricon Residential Inc,investors.triconresidential.com,Toronto,TCN,Finance and Insurance,Other Investment Pools and Funds,
TCOM,Trip.com Group Limited,investors.trip.com,,,Administrative and Support and Waste Management and Remediation Services,Business Support Services,
TD,The Toronto-Dominion Bank,www.td.com,Toronto,TD,Finance and Insurance,Depository Credit Intermediation,
TDC,Teradata Corporation,www.teradata.com,NYSE,TDC,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
TDG,Transdigm Group Incorporated,www.transdigm.com,NYSE,TDG,Wholesale Trade,"Machinery, Equipment, and Supplies Merchant Wholesalers",
TDOC,"Teladoc Health, Inc.",www.teladoc.com,NYSE,TDOC,Administrative and Support and Waste Management and Remediation Services,Employment Services,
TDW,TIDEWATER CYPRUS LIMITED,www.tdw.com,,,Transportation and Warehousing,Other Support Activities for Transportation,
TDY,Teledyne Technologies Inc,www.teledyne.com,NYSE,TDY,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
TEAM,ATLASSIAN CORPORATION LIMITED,www.atlassian.com,NASDAQ,TEAM,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
TECH,Bio-Techne Corporation,www.bio-techne.com,NASDAQ,TECH,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
TECK,Teck Resources Limited,www.teck.com,Toronto,TECK.B,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
TEF,Telefonica Brasil S/A,www.telefonica.com.br,San Paulo,VIVT3,Information,Wired and Wireless Telecommunications (except Satellite),
TEL,Te Connectivity Inc.,www.te.com,,,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing,
TENB,"Tenable Holdings, Inc.",www.tenable.com,NASDAQ,TENB,Information,Software Publishers,
TER,"Teradyne, Inc.",www.teradyne.com,NASDAQ,TER,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,www.tevapharm.com,Tel Aviv,TEVA,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
TEX,Terex Corporation,www.terex.com,NYSE,TEX,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing",
TFC,Truist Financial Corporation,www.truist.com,NYSE,TFC,Finance and Insurance,Depository Credit Intermediation,
TFII,Tfi International Inc.,www.tfiintl.com,Toronto,TFII,Transportation and Warehousing,General Freight Trucking,
TFPM,Triple Flag Precious Metals Corp.,www.tripleflagpm.com,Toronto,TFPM,Real Estate and Rental and Leasing,Lessors of Real Estate,
TFSL,Tfs Financial Corporation,www.thirdfederal.com,NASDAQ,TFSL,Finance and Insurance,Depository Credit Intermediation,
TFX,Teleflex Incorporated,www.teleflex.com,NYSE,TFX,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing,
TGLS,TECNOGLASS S A S,WWW.TECNOGLASS.COM,NYSE,TGLS,Fabricated Metal Product Manufacturing,Forging and Stamping,
TGNA,Tegna Inc.,www.tegna.com,NYSE,TGNA,Information,Wired and Wireless Telecommunications (except Satellite),
TGT,Target Corporation,www.target.com,NYSE,TGT,Retail Trade,Grocery and Convenience Retailers,
TGTX,"Tg Therapeutics, Inc.",www.tgtherapeutics.com,NASDAQ,TGTX,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
THC,Tenet Healthcare Corporation,validate.perfdrive.com,NYSE,THC,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
THG,The Hanover Insurance Group Inc,www.hanover.com,NYSE,THG,Finance and Insurance,Insurance Carriers,
THO,"Thor Industries, Inc.",www.thorindustries.com,NYSE,THO,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing,
THRM,Gentherm Incorporated,www.gentherm.com,NASDAQ,THRM,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
THS,"Treehouse Foods, Inc.",www.treehousefoods.com,NYSE,THS,Food Manufacturing,Dairy Product Manufacturing,
TIMB,TIM SA,,,,Information,Wired and Wireless Telecommunications (except Satellite),
TJX,"TJX Companies, Inc., The",www.tjx.com,NYSE,TJX,Retail Trade,Furniture and Home Furnishings Retailers,
TKR,The Timken Company,www.timken.com,NYSE,TKR,Wholesale Trade,"Machinery, Equipment, and Supplies Merchant Wholesalers",
TLK,PT. TELEKOMUNIKASI INDONESIA (PERSERO) TBK,www.telkom.co.id,,,"Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",
TMDX,"Transmedics Group, Inc.",www.transmedics.com,NASDAQ,TMDX,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
TME,"Tencent Music Entertainment Technology (Shenzhen) Co., Ltd.",www.tencentmusic.com,,,"Arts, Entertainment, and Recreation","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",
TMHC,Taylor Morrison Home Corporation,www.taylormorrison.com,NYSE,TMHC,Construction,Residential Building Construction,
TMO,Thermo Fisher Scientific Inc.,www.thermofisher.com,NYSE,TMO,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing,
TMUS,"T-Mobile Us, Inc.",www.t-mobile.com,NASDAQ,TMUS,Information,Wired and Wireless Telecommunications (except Satellite),
TNDM,"Tandem Diabetes Care, Inc.",www.tandemdiabetes.com,NASDAQ,TNDM,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
TNET,"Trinet Group, Inc.",www.trinet.com,NYSE,TNET,Administrative and Support and Waste Management and Remediation Services,Other Support Services,
TNL,Travel + Leisure Co.,www.wyndhamdestinations.com,NYSE,TNL,Real Estate and Rental and Leasing,Activities Related to Real Estate,
TOL,"Toll Brothers, Inc.",www.tollbrothers.com,NYSE,TOL,Construction,Residential Building Construction,
TOST,"Toast, Inc.",pos.toasttab.com,NYSE,TOST,Information,Software Publishers,
TPG,Tpg Inc.,www.tpg.com,NASDAQ,TPG,Finance and Insurance,Other Financial Investment Activities,
TPH,"Tri Pointe Homes, Inc.",investors.tripointehomes.com,NYSE,TPH,Construction,Residential Building Construction,
TPL,Texas Pacific Land Corporation,www.texaspacific.com,NYSE,TPL,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
TPR,"Tapestry, Inc.",www.tapestry.com,NYSE,TPR,Leather and Allied Product Manufacturing,Footwear Manufacturing,
TPX,"Tempur Sealy International, Inc.",www.tempursealy.com,NYSE,TPX,Textile Product Mills,Textile Furnishings Mills,
TR,"Tootsie Roll Industries, Inc.",www.tootsie.com,NYSE,TR,Food Manufacturing,Sugar and Confectionery Product Manufacturing,
TREX,Trex Co Inc,www.trex.com,NYSE,TREX,Wood Product Manufacturing,Other Wood Product Manufacturing,
TRGP,Targa Resources Corp.,www.targaresources.com,NYSE,TRGP,Utilities,Natural Gas Distribution,
TRI,"Thomson Reuters Finance SA, Luxembourg, Zweigniederlassung Zug",www.thomsonreuters.com,,,"Professional, Scientific, and Technical Services",Legal Services,
TRIP,"Tripadvisor, Inc.",www.tripadvisor.com,NASDAQ,TRIP,Information,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
TRMB,Trimble Inc.,www.trimble.com,NASDAQ,TRMB,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
TRMD,TORM PLC,www.torm.com,OMX Copenhagen,TRMD A,Transportation and Warehousing,Inland Water Transportation,
TRN,"Trinity Industries, Inc.",www.trin.net,NYSE,TRN,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",
TRNO,Terreno Realty Corporation,www.terreno.com,NYSE,TRNO,Real Estate and Rental and Leasing,Lessors of Real Estate,
TROW,"T. Rowe Price Group, Inc.",www.troweprice.com,NASDAQ,TROW,Finance and Insurance,Other Financial Investment Activities,
TROX,TRONOX LIMITED,www.tronox.com,,,Chemical Manufacturing,Basic Chemical Manufacturing,
TRP,TC Energy Corporation,www.tcenergy.com,Toronto,TRP,Chemical Manufacturing,Basic Chemical Manufacturing,
TRU,Transunion,www.transunion.com,NYSE,TRU,Administrative and Support and Waste Management and Remediation Services,Business Support Services,
TRV,The Travelers Companies Inc,www.travelers.com,NYSE,TRV,Finance and Insurance,Insurance Carriers,
TS,TENARIS GLOBAL SERVICES S.A.,www.tenaris.com,,,Wholesale Trade,Metal and Mineral (except Petroleum) Merchant Wholesalers,
TSCO,Tractor Supply Company,www.tractorsupply.com,NASDAQ,TSCO,Retail Trade,Clothing and Clothing Accessories Retailers,
TSEM,TOWER SEMICONDUCTOR LTD,www.towersemi.com,Tel Aviv,TSEM,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",
TSLA,"Tesla, Inc.",www.tesla.com,NASDAQ,TSLA,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
TSM,Taiwan Semiconductor Manufacturing Company Limited,www.tsmc.com,Taiwan,2330,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
TSN,"Tyson Foods, Inc.",www.tysonfoods.com,NYSE,TSN,Food Manufacturing,Animal Food Manufacturing,
TT,TRANE TECHNOLOGIES PUBLIC LIMITED COMPANY,www.tranetechnologies.com,NYSE,TT,Administrative and Support and Waste Management and Remediation Services,Business Support Services,
TTC,The Toro Company,www.thetorocompany.com,NYSE,TTC,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing,
TTD,The Trade Desk Inc,www.thetradedesk.com,NASDAQ,TTD,Information,Software Publishers,
TTE,TOTALENERGIES TRADING ASIA PTE. LTD.,www.ts.totalenergies.com,,,Wholesale Trade,Petroleum and Petroleum Products Merchant Wholesalers,
TTEK,"Tetra Tech, Inc.",www.tetratech.com,NASDAQ,TTEK,"Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services",
TTWO,"Take-Two Interactive Software, Inc.",www.take2games.com,NASDAQ,TTWO,Retail Trade,Electronics and Appliance Retailers,
TU,TELUS Corporation,www.telus.com,Toronto,T,Retail Trade,Other Miscellaneous Retailers,
TW,Tradeweb Markets Inc.,www.tradeweb.com,,,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
TWKS,"Thoughtworks Holding, Inc",www.thoughtworks.com,NASDAQ,TWKS,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
TWLO,Twilio Inc.,www.twilio.com,NYSE,TWLO,Information,Software Publishers,
TWNK,"Hostess Brands, Inc.",www.hostessbrands.com,NASDAQ,TWNK,Retail Trade,Specialty Food Retailers,
TX,TERNIUM PROCUREMENT S.A.,www.ternium.com,,,Finance and Insurance,Securities and Commodity Contracts Intermediation and Brokerage,
TXG,"10x Genomics, Inc.",www.10xgenomics.com,NASDAQ,TXG,"Professional, Scientific, and Technical Services",Scientific Research and Development Services,
TXN,Texas Instruments Incorporated,www.ti.com,NASDAQ,TXN,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing,
TXRH,"Texas Roadhouse, Inc.",www.texasroadhouse.com,NASDAQ,TXRH,Real Estate and Rental and Leasing,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
TXT,Textron Inc.,www.textron.com,NYSE,TXT,Machinery Manufacturing,Other General Purpose Machinery Manufacturing,
TYL,"Tyler Technologies, Inc.",www.tylertech.com,NYSE,TYL,Information,Software Publishers,
U,Unity Software Inc.,www.unity.com,NYSE,U,Information,Software Publishers,
UA,"Under Armour, Inc.",www.underarmour.com,NYSE,UAA,Leather and Allied Product Manufacturing,Footwear Manufacturing,
UAA,"Under Armour, Inc.",www.underarmour.com,NYSE,UAA,Leather and Allied Product Manufacturing,Footwear Manufacturing,
UAL,"United Airlines Holdings, Inc.",ir.united.com,NASDAQ,UAL,Accommodation and Food Services,Special Food Services,
UBER,"Uber Technologies, Inc.",www.uber.com,NYSE,UBER,Transportation and Warehousing,Other Transit and Ground Passenger Transportation,
UBS,UBS AG,www.ubs.com,,,Finance and Insurance,Depository Credit Intermediation,
UBSI,"United Bankshares, Inc.",www.ubsi-inc.com,NASDAQ,UBSI,Finance and Insurance,Depository Credit Intermediation,
UCBI,"United Community Banks, Inc.",www.ucbi.com,NASDAQ,UCBI,Finance and Insurance,Depository Credit Intermediation,
UDR,"United Dominion Realty Trust, Inc.",www.udr.com,,,Real Estate and Rental and Leasing,Lessors of Real Estate,
UE,Urban Edge Properties,www.uedge.com,NYSE,UE,Real Estate and Rental and Leasing,Lessors of Real Estate,
UFPI,"Ufp Industries, Inc.",www.ufpi.com,NASDAQ,UFPI,Construction,Building Equipment Contractors,
UGI,UGI Corporation,www.ugicorp.com,NYSE,UGI,Utilities,Natural Gas Distribution,
UHAL,U-Haul Holding Company,www.amerco.com,NYSE,UHAL,Transportation and Warehousing,Warehousing and Storage,
UHS,"Universal Health Services, Inc.",www.uhs.com,NYSE,UHS,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
UI,Ubiquiti Inc.,www.ui.com,NYSE,UI,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing,
UL,UNILEVER SRI LANKA LIMITED,www.unilever.com.lk,,,Food Manufacturing,Grain and Oilseed Milling,
ULCC,"Frontier Group Holdings, Inc.",,NASDAQ,ULCC,Transportation and Warehousing,Scheduled Air Transportation,
ULTA,"Ulta Beauty, Inc.",www.ulta.com,NASDAQ,ULTA,Other Services (except Public Administration),Personal Care Services,
UMBF,Umb Financial Corporation,investorrelations.umb.com,NASDAQ,UMBF,Finance and Insurance,Depository Credit Intermediation,
UMC,United Microelectronics Corporation,www.umc.com,Taiwan,2303,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing,
UNF,Unifirst Corporation,www.unifirst.com,NYSE,UNF,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,
UNH,Unitedhealth Group Incorporated,www.unitedhealthgroup.com,NYSE,UNH,Finance and Insurance,Insurance Carriers,
UNM,UNUM Group,www.unum.com,NYSE,UNM,Finance and Insurance,Insurance and Employee Benefit Funds,
UNP,Union Pacific Corporation,www.up.com,NYSE,UNP,Transportation and Warehousing,Rail Transportation,
UNVR,Univar Solutions Inc.,www.univarsolutions.com,NYSE,UNVR,Administrative and Support and Waste Management and Remediation Services,Office Administrative Services,
UPS,"United Parcel Service, Inc.",www.ups.com,NYSE,UPS,"Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services",
UPST,"Upstart Holdings, Inc.",www.upstart.com,NASDAQ,UPST,Finance and Insurance,Nondepository Credit Intermediation,
URBN,"Urban Outfitters, Inc.",www.urbn.com,NASDAQ,URBN,Retail Trade,Clothing and Clothing Accessories Retailers,
URI,"United Rentals, Inc.",www.unitedrentals.com,NYSE,URI,Real Estate and Rental and Leasing,Commercial and Industrial Machinery and Equipment Rental and Leasing,
USB,U.S. Bancorp,www.usbank.com,NYSE,USB,Finance and Insurance,Depository Credit Intermediation,
USFD,US Foods Holding Corp.,www.usfoods.com,NYSE,USFD,Wholesale Trade,Grocery and Related Product Merchant Wholesalers,
USM,United States Cellular Corporation,,NYSE,USM,Information,Wired and Wireless Telecommunications (except Satellite),
UTHR,United Therapeutics Corporation,www.unither.com,NASDAQ,UTHR,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
UTZ,"Utz Brands, Inc.",,NYSE,UTZ,Food Manufacturing,Other Food Manufacturing,
V,Visa Inc.,usa.visa.com,NYSE,V,Finance and Insurance,Activities Related to Credit Intermediation,
VAC,Marriott Vacations Worldwide Corporation,www.marriottvacationsworldwide.com,NYSE,VAC,Accommodation and Food Services,Traveler Accommodation,
VAL,Ensco International Incorporated,www.valaris.com,,,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,
VALE,VALE S/A,www.vale.com,San Paulo,VALE3,"Mining, Quarrying, and Oil and Gas Extraction",Metal Ore Mining,
VC,Visteon Corporation,www.visteon.com,NASDAQ,VC,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing,
VCTR,"Victory Capital Holdings, Inc.",,NASDAQ,VCTR,Finance and Insurance,Other Investment Pools and Funds,
VCYT,"Veracyte, Inc.",www.veracyte.com,NASDAQ,VCYT,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,
VEEV,Veeva Systems Inc.,www.veeva.com,NYSE,VEEV,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
VERX,"Vertex, Inc.",www.vertexinc.com,NASDAQ,VERX,"Professional, Scientific, and Technical Services",Computer Systems Design and Related Services,
